YearWeek,Playercount,Finalprice
2019-04-01,6.475689223057644,14.99
2019-04-08,4.443672456575682,14.99
2019-04-15,4.213408393039918,14.99
2019-04-22,3.714428357463804,14.99
2019-04-29,4.3747514910536776,14.99
2019-05-06,3.628045748383889,14.99
2019-05-13,2.6307157057654074,14.99
2019-05-20,3.2399403874813713,14.99
2019-05-27,3.502517623363545,14.99
2019-06-03,3.5715725806451615,14.99
2019-06-10,2.8128422100547534,14.99
2019-06-17,3.0720360180090047,14.99
2019-06-24,5.015912481352561,5.347142857142857
2019-07-01,4.713286713286713,3.7399999999999998
2019-07-08,3.608175473579262,13.382857142857144
2019-07-15,2.8284435604177025,14.99
2019-07-22,3.0436941410129097,14.99
2019-07-29,3.36575682382134,14.99
2019-08-05,3.182902584493042,14.99
2019-08-12,3.1947342275211126,14.99
2019-08-19,3.521371769383698,14.99
2019-08-26,2.4955179282868527,14.99
2019-09-02,3.5101838052657723,14.99
2019-09-09,3.6553815058110155,14.99
2019-09-16,2.498989898989899,14.99
2019-09-23,2.2182182182182184,14.99
2019-09-30,2.444332998996991,14.99
2019-10-07,2.222333000997009,14.99
2019-10-14,3.138805970149254,14.99
2019-10-21,2.54995004995005,14.99
2019-10-28,5.052763819095477,3.7399999999999998
2019-11-04,4.318045862412761,13.382857142857144
2019-11-11,4.1534603811434305,13.382857142857144
2019-11-18,3.60367722165475,14.99
2019-11-25,3.5054671968190854,5.347142857142857
2019-12-02,6.703427719821162,8.561428571428571
2019-12-09,4.2076502732240435,14.99
2019-12-16,5.450921773791729,8.561428571428571
2019-12-23,7.17105917454003,3.7399999999999998
2019-12-30,8.16948310139165,10.168571428571429
2020-01-06,5.208747514910537,14.99
2020-01-13,4.8951813214108295,14.99
2020-01-20,4.792949354518371,8.561428571428571
2020-01-27,4.110603754439371,14.99
2020-02-03,5.228428927680798,14.99
2020-02-10,4.952806756085445,14.99
2020-02-17,4.976166832174776,14.99
2020-02-24,4.539721946375372,14.99
2020-03-02,5.368055555555555,14.99
2020-03-09,6.957816377171216,5.347142857142857
2020-03-16,8.054671968190855,10.168571428571429
2020-03-23,8.735323383084577,10.168571428571429
2020-03-30,7.307501241927471,14.99
2020-04-06,7.563058589870904,14.99
2020-04-13,7.739065606361829,14.99
2020-04-20,6.049180327868853,14.99
2020-04-27,6.936941410129096,14.99
2020-05-04,5.764150943396227,14.99
2020-05-11,5.925981122702434,14.99
2020-05-18,4.644311972180825,14.99
2020-05-25,4.39454094292804,14.99
2020-06-01,4.726729716276755,14.99
2020-06-08,20.741935483870968,14.99
2020-06-15,23.13638676844784,14.99
2020-06-22,18.24700598802395,8.561428571428571
2020-06-29,13.21201588877855,3.7399999999999998
2020-07-06,11.049131513647643,10.168571428571429
2020-07-13,15.64406779661017,14.99
2020-07-20,9.735059760956176,14.99
2020-07-27,7.695370831259333,14.99
2020-08-03,6.6303151575787895,14.99
2020-08-10,6.4780092592592595,14.99
