Name,User_Score,Critic_Score,Normalized_User_Score,Normalized_Critic_Score
Star Ocean: First Departure,7.4,74.0,0.7582417582417583,0.7176470588235294
James Bond 007: Everything or Nothing,7.4,83.0,0.7582417582417583,0.8235294117647058
X2: Wolverine's Revenge,7.2,58.0,0.7362637362637363,0.5294117647058824
NBA Live 06,6.4,79.0,0.6483516483516484,0.7764705882352941
Rayman 3D,6.6,61.0,0.6703296703296703,0.5647058823529412
Football Manager 2014,5.5,85.0,0.5494505494505495,0.8470588235294118
TimeSplitters 2,7.7,88.0,0.7912087912087913,0.8823529411764706
Onimusha: Dawn of Dreams,8.9,81.0,0.9230769230769231,0.8
Sengoku Basara: Samurai Heroes,7.9,61.0,0.8131868131868133,0.5647058823529412
Stuntman: Ignition,7.3,75.0,0.7472527472527473,0.7294117647058823
Real Heroes: Firefighter,8.2,67.0,0.8461538461538461,0.6352941176470588
Dishonored 2,7.7,88.0,0.7912087912087913,0.8823529411764706
The Crew,5.9,64.0,0.5934065934065935,0.6
Dragon Ball: Raging Blast 2,7.4,57.0,0.7582417582417583,0.5176470588235295
NHL 13,6.8,84.0,0.6923076923076923,0.8352941176470589
Dead or Alive 5,7.7,74.0,0.7912087912087913,0.7176470588235294
Evolve,5.1,74.0,0.5054945054945055,0.7176470588235294
Lemony Snicket's A Series of Unfortunate Events,5.7,63.0,0.5714285714285715,0.5882352941176471
Lost Planet: Extreme Condition,7.0,67.0,0.7142857142857143,0.6352941176470588
X-Men Legends II: Rise of Apocalypse,7.3,82.0,0.7472527472527473,0.8117647058823529
LEGO Star Wars II: The Original Trilogy,8.0,81.0,0.8241758241758242,0.8
Rock Band 3,6.9,91.0,0.7032967032967034,0.9176470588235294
Dragon Age II,4.5,82.0,0.43956043956043955,0.8117647058823529
Tony Hawk's Pro Skater 2x,8.8,78.0,0.9120879120879122,0.7647058823529411
NBA Live 08,6.8,73.0,0.6923076923076923,0.7058823529411765
FIFA Soccer 2003,7.7,88.0,0.7912087912087913,0.8823529411764706
The Lord of the Rings: Conquest,7.0,55.0,0.7142857142857143,0.49411764705882355
Far Cry 4,6.7,80.0,0.6813186813186813,0.788235294117647
NASCAR 06: Total Team Control,7.7,78.0,0.7912087912087913,0.7647058823529411
Iron Man,6.5,44.0,0.6593406593406593,0.36470588235294116
White Knight Chronicles II,7.1,60.0,0.7252747252747253,0.5529411764705883
Juiced 2: Hot Import Nights,7.6,68.0,0.7802197802197802,0.6470588235294118
Wolfenstein,7.4,71.0,0.7582417582417583,0.6823529411764706
The Walking Dead: Survival Instinct,4.0,32.0,0.38461538461538464,0.2235294117647059
The Sims 3: Generations,3.6,70.0,0.34065934065934067,0.6705882352941176
Ape Escape 2,8.4,82.0,0.8681318681318682,0.8117647058823529
Sega Rally Revo,7.0,75.0,0.7142857142857143,0.7294117647058823
Shin Megami Tensei: Persona 3 FES,8.3,89.0,0.8571428571428572,0.8941176470588236
FIFA Soccer 2002,5.8,82.0,0.5824175824175825,0.8117647058823529
Angry Birds Trilogy,4.6,62.0,0.4505494505494505,0.5764705882352941
Condemned 2: Bloodshot,8.4,80.0,0.8681318681318682,0.788235294117647
Okami,9.3,93.0,0.9670329670329672,0.9411764705882353
Shin Megami Tensei: Persona 3 Portable,8.3,89.0,0.8571428571428572,0.8941176470588236
NHL 2001,7.7,88.0,0.7912087912087913,0.8823529411764706
Crysis 3,6.5,76.0,0.6593406593406593,0.7411764705882353
Buzz Lightyear of Star Command,5.3,54.0,0.5274725274725275,0.4823529411764706
NHL 16,5.5,78.0,0.5494505494505495,0.7647058823529411
Tony Hawk's Project 8,7.2,76.0,0.7362637362637363,0.7411764705882353
Ghostbusters: The Video Game,8.5,79.0,0.8791208791208791,0.7764705882352941
XCOM: Enemy Unknown,8.3,90.0,0.8571428571428572,0.9058823529411765
Metal Gear Solid 2: Substance,8.5,87.0,0.8791208791208791,0.8705882352941177
Tony Hawk's American Wasteland,7.7,77.0,0.7912087912087913,0.7529411764705882
Wild ARMs 3,8.4,78.0,0.8681318681318682,0.7647058823529411
Madden NFL 07,9.2,82.0,0.956043956043956,0.8117647058823529
Tiger Woods PGA Tour 2004,8.2,89.0,0.8461538461538461,0.8941176470588236
Test Drive Unlimited 2,6.1,70.0,0.6153846153846154,0.6705882352941176
Tak 2: The Staff of Dreams,8.0,71.0,0.8241758241758242,0.6823529411764706
Just Dance 3,6.0,75.0,0.6043956043956045,0.7294117647058823
LEGO Pirates of the Caribbean: The Video Game,7.3,71.0,0.7472527472527473,0.6823529411764706
Donkey Kong Barrel Blast,6.8,46.0,0.6923076923076923,0.38823529411764707
Viewtiful Joe,8.3,93.0,0.8571428571428572,0.9411764705882353
The Urbz: Sims in the City,9.2,72.0,0.956043956043956,0.6941176470588235
Guitar Hero: Metallica,8.0,86.0,0.8241758241758242,0.8588235294117647
Strike Force Bowling,6.8,48.0,0.6923076923076923,0.4117647058823529
Red Steel 2,8.6,80.0,0.8901098901098901,0.788235294117647
XGRA: Extreme G-Racing Association,8.6,68.0,0.8901098901098901,0.6470588235294118
Mafia III,4.6,67.0,0.4505494505494505,0.6352941176470588
Prince of Persia: The Forgotten Sands,7.8,74.0,0.8021978021978022,0.7176470588235294
Warriors Orochi 3,7.9,70.0,0.8131868131868133,0.6705882352941176
DJ Hero 2,7.5,88.0,0.7692307692307693,0.8823529411764706
Tiger Woods PGA Tour 12: The Masters,6.1,80.0,0.6153846153846154,0.788235294117647
Wall-E,6.3,50.0,0.6373626373626373,0.43529411764705883
Harry Potter and the Half-Blood Prince,4.3,48.0,0.4175824175824176,0.4117647058823529
NieR,8.4,68.0,0.8681318681318682,0.6470588235294118
2014 FIFA World Cup Brazil,4.3,73.0,0.4175824175824176,0.7058823529411765
NBA 2K9,7.0,82.0,0.7142857142857143,0.8117647058823529
NFL Fever 2003,8.6,72.0,0.8901098901098901,0.6941176470588235
Samurai Warriors 2,8.8,58.0,0.9120879120879122,0.5294117647058824
Wet,6.4,70.0,0.6483516483516484,0.6705882352941176
Cooking Mama 4: Kitchen Magic!,6.0,56.0,0.6043956043956045,0.5058823529411764
Scribblenauts: Unlimited,7.4,73.0,0.7582417582417583,0.7058823529411765
Fire Emblem: Shadow Dragon,7.0,81.0,0.7142857142857143,0.8
Plants vs. Zombies: Garden Warfare,7.6,75.0,0.7802197802197802,0.7294117647058823
Metroid Prime: Trilogy,9.3,91.0,0.9670329670329672,0.9176470588235294
Robotech: Battlecry,8.5,72.0,0.8791208791208791,0.6941176470588235
Disney Universe,6.9,70.0,0.7032967032967034,0.6705882352941176
Advance Wars: Days of Ruin,8.7,86.0,0.901098901098901,0.8588235294117647
Jak and Daxter: The Lost Frontier,6.3,71.0,0.6373626373626373,0.6823529411764706
Texas Hold 'Em Poker,6.8,49.0,0.6923076923076923,0.4235294117647059
Time Crisis 3,8.1,81.0,0.8351648351648352,0.8
Vanquish,8.1,84.0,0.8351648351648352,0.8352941176470589
Tearaway,8.9,87.0,0.9230769230769231,0.8705882352941177
Half-Life 2,8.6,90.0,0.8901098901098901,0.9058823529411765
Tony Hawk: RIDE,3.0,46.0,0.27472527472527475,0.38823529411764707
Borderlands: The Pre-Sequel,6.3,77.0,0.6373626373626373,0.7529411764705882
Major League Baseball 2K8,5.9,70.0,0.5934065934065935,0.6705882352941176
Sacred 2: Fallen Angel,7.1,70.0,0.7252747252747253,0.6705882352941176
pro evolution soccer 2011,5.9,79.0,0.5934065934065935,0.7764705882352941
Major League Baseball 2K9,5.3,64.0,0.5274725274725275,0.6
Final Fantasy IV Advance,7.3,85.0,0.7472527472527473,0.8470588235294118
Dragon Ball Z: Ultimate Tenkaichi,5.4,58.0,0.5384615384615385,0.5294117647058824
Harry Potter and the Goblet of Fire,6.0,71.0,0.6043956043956045,0.6823529411764706
Dragon Ball Z: Buu's Fury,8.9,62.0,0.9230769230769231,0.5764705882352941
Spider-Man: Mysterio's Menace,8.7,84.0,0.901098901098901,0.8352941176470589
MySims Racing,7.3,67.0,0.7472527472527473,0.6352941176470588
Naruto: Ultimate Ninja,7.7,75.0,0.7912087912087913,0.7294117647058823
Pac-Man Party,5.9,59.0,0.5934065934065935,0.5411764705882353
Tony Hawk's Underground,7.7,86.0,0.7912087912087913,0.8588235294117647
Shadow The Hedgehog,6.0,45.0,0.6043956043956045,0.3764705882352941
Wave Race: Blue Storm,8.3,80.0,0.8571428571428572,0.788235294117647
Aliens: Colonial Marines,3.6,43.0,0.34065934065934067,0.35294117647058826
Backyard Wrestling: Don't Try This at Home,7.8,51.0,0.8021978021978022,0.4470588235294118
Yakuza: Dead Souls,7.4,64.0,0.7582417582417583,0.6
Fight Night Round 2,8.8,88.0,0.9120879120879122,0.8823529411764706
Dead Island: Riptide,5.9,62.0,0.5934065934065935,0.5764705882352941
Kinect Sports Rivals,5.1,60.0,0.5054945054945055,0.5529411764705883
NBA 2K8,6.0,72.0,0.6043956043956045,0.6941176470588235
Dynasty Warriors 8,8.5,68.0,0.8791208791208791,0.6470588235294118
Disney Infinity,7.6,71.0,0.7802197802197802,0.6823529411764706
Secret Agent Clank,6.7,61.0,0.6813186813186813,0.5647058823529412
Call of Juarez: Bound in Blood,7.6,77.0,0.7802197802197802,0.7529411764705882
Fighters Uncaged,4.6,32.0,0.4505494505494505,0.2235294117647059
Rayman Arena,8.6,63.0,0.8901098901098901,0.5882352941176471
Jaws Unleashed,7.5,52.0,0.7692307692307693,0.4588235294117647
Half-Life,8.6,87.0,0.8901098901098901,0.8705882352941177
Split/Second,8.1,82.0,0.8351648351648352,0.8117647058823529
The Golden Compass,4.9,43.0,0.4835164835164836,0.35294117647058826
The Golden Compass,6.8,35.0,0.6923076923076923,0.25882352941176473
Muramasa: The Demon Blade,8.7,81.0,0.901098901098901,0.8
Okami,8.9,90.0,0.9230769230769231,0.9058823529411765
LEGO The Hobbit,6.6,72.0,0.6703296703296703,0.6941176470588235
WWE 2K17,6.9,69.0,0.7032967032967034,0.6588235294117647
Just Dance 2014,7.6,72.0,0.7802197802197802,0.6941176470588235
NHL 15,3.6,60.0,0.34065934065934067,0.5529411764705883
Total War: Shogun 2,8.3,90.0,0.8571428571428572,0.9058823529411765
SimCity DS,6.3,69.0,0.6373626373626373,0.6588235294117647
Hot Wheels: Stunt Track Challenge,8.1,62.0,0.8351648351648352,0.5764705882352941
Monopoly,5.8,56.0,0.5824175824175825,0.5058823529411764
Tony Hawk: RIDE,2.1,44.0,0.17582417582417584,0.36470588235294116
Medal of Honor: Frontline,7.9,80.0,0.8131868131868133,0.788235294117647
Dead Space,8.0,86.0,0.8241758241758242,0.8588235294117647
NHL 11,7.1,88.0,0.7252747252747253,0.8823529411764706
Yakuza 5,8.5,83.0,0.8791208791208791,0.8235294117647058
2002 FIFA World Cup,5.6,73.0,0.5604395604395604,0.7058823529411765
MVP Baseball 2004,8.5,90.0,0.8791208791208791,0.9058823529411765
Crash Bandicoot: The Wrath of Cortex,7.3,62.0,0.7472527472527473,0.5764705882352941
WWE 2K16,5.7,72.0,0.5714285714285715,0.6941176470588235
Assassin's Creed: Brotherhood,8.2,88.0,0.8461538461538461,0.8823529411764706
Dead or Alive Xtreme Beach Volleyball,7.8,73.0,0.8021978021978022,0.7058823529411765
Silent Hill: Shattered Memories,6.8,77.0,0.6923076923076923,0.7529411764705882
Blur,8.3,82.0,0.8571428571428572,0.8117647058823529
Madden NFL 06,4.9,74.0,0.4835164835164836,0.7176470588235294
Asphalt: Urban GT,7.5,60.0,0.7692307692307693,0.5529411764705883
Mega Man Anniversary Collection,9.0,81.0,0.9340659340659341,0.8
Metal Gear Solid V: Ground Zeroes,5.9,66.0,0.5934065934065935,0.6235294117647059
Harvest Moon: Friends of Mineral Town,9.6,81.0,1.0,0.8
Naruto: The Broken Bond,7.8,80.0,0.8021978021978022,0.788235294117647
WarioWare D.I.Y.,8.7,82.0,0.901098901098901,0.8117647058823529
Iron Man,7.0,44.0,0.7142857142857143,0.36470588235294116
The Fight: Lights Out,7.5,48.0,0.7692307692307693,0.4117647058823529
Mega Man X7,5.1,58.0,0.5054945054945055,0.5294117647058824
Deus Ex: Human Revolution,8.5,90.0,0.8791208791208791,0.9058823529411765
Final Fantasy Anniversary Edition,7.7,67.0,0.7912087912087913,0.6352941176470588
SoulCalibur V,6.2,77.0,0.6263736263736264,0.7529411764705882
Romancing SaGa,8.0,58.0,0.8241758241758242,0.5294117647058824
Lost: Via Domus,6.4,55.0,0.6483516483516484,0.49411764705882355
Top Spin 3,5.7,68.0,0.5714285714285715,0.6470588235294118
Game Party in Motion,3.7,33.0,0.3516483516483517,0.23529411764705882
The Lord of the Rings: The Third Age,8.2,73.0,0.8461538461538461,0.7058823529411765
Call of Duty: Black Ops,6.0,74.0,0.6043956043956045,0.7176470588235294
NCAA Football 09,7.3,81.0,0.7472527472527473,0.8
MLB 11: The Show,7.8,90.0,0.8021978021978022,0.9058823529411765
Kinect Rush: A Disney Pixar Adventure,5.1,68.0,0.5054945054945055,0.6470588235294118
Skylanders SWAP Force,6.0,89.0,0.6043956043956045,0.8941176470588236
Terminator 3: Rise of the Machines,6.3,38.0,0.6373626373626373,0.29411764705882354
Guitar Hero: Smash Hits,7.7,74.0,0.7912087912087913,0.7176470588235294
Tom Clancy's HAWX,7.3,73.0,0.7472527472527473,0.7058823529411765
Alice: Madness Returns,7.9,70.0,0.8131868131868133,0.6705882352941176
Shin Megami Tensei IV,8.3,83.0,0.8571428571428572,0.8235294117647058
NBA 2K7,7.8,84.0,0.8021978021978022,0.8352941176470589
NHL 12,7.5,86.0,0.7692307692307693,0.8588235294117647
NASCAR: Dirt to Daytona,8.8,84.0,0.9120879120879122,0.8352941176470589
Unreal Tournament,6.8,77.0,0.6923076923076923,0.7529411764705882
Digimon World 2,7.6,42.0,0.7802197802197802,0.3411764705882353
Prince of Persia: The Two Thrones,8.4,85.0,0.8681318681318682,0.8470588235294118
JoJo's Bizarre Adventure: All Star Battle,8.3,71.0,0.8571428571428572,0.6823529411764706
Contra: Shattered Soldier,6.6,78.0,0.6703296703296703,0.7647058823529411
Final Fantasy: The 4 Heroes of Light,7.1,71.0,0.7252747252747253,0.6823529411764706
Rayman Legends,8.7,91.0,0.901098901098901,0.9176470588235294
FIFA Soccer,7.2,79.0,0.7362637362637363,0.7764705882352941
Tenchu 2: Birth of the Stealth Assassins,8.7,77.0,0.901098901098901,0.7529411764705882
Tony Hawk's Pro Skater 4,8.6,91.0,0.8901098901098901,0.9176470588235294
Naruto: Uzumaki Chronicles 2,6.9,52.0,0.7032967032967034,0.4588235294117647
NHL 06,8.5,78.0,0.8791208791208791,0.7647058823529411
Parasite Eve II,9.0,79.0,0.9340659340659341,0.7764705882352941
Skate it,8.4,70.0,0.8681318681318682,0.6705882352941176
Madden NFL 2002,8.1,90.0,0.8351648351648352,0.9058823529411765
Phineas and Ferb: Across the 2nd Dimension,8.3,76.0,0.8571428571428572,0.7411764705882353
Far Cry Instincts,5.7,85.0,0.5714285714285715,0.8470588235294118
Tony Hawk's Pro Skater 4,8.8,85.0,0.9120879120879122,0.8470588235294118
ATV Offroad Fury: Blazin' Trails,7.8,63.0,0.8021978021978022,0.5882352941176471
Tales of the Abyss,8.4,78.0,0.8681318681318682,0.7647058823529411
Payday 2,6.3,75.0,0.6373626373626373,0.7294117647058823
Blacksite: Area 51,6.1,62.0,0.6153846153846154,0.5764705882352941
Spyro Orange: The Cortex Conspiracy,7.0,60.0,0.7142857142857143,0.5529411764705883
XCOM: Enemy Unknown,8.2,89.0,0.8461538461538461,0.8941176470588236
Skylanders: Spyro's Adventure,4.9,82.0,0.4835164835164836,0.8117647058823529
The Sims 3: World Adventures,8.0,81.0,0.8241758241758242,0.8
Madden NFL 06,8.5,86.0,0.8791208791208791,0.8588235294117647
Titanfall 2,8.0,87.0,0.8241758241758242,0.8705882352941177
BlazBlue: Calamity Trigger,8.4,87.0,0.8681318681318682,0.8705882352941177
Iron Man,5.9,45.0,0.5934065934065935,0.3764705882352941
Naruto: Ultimate Ninja 2,7.9,73.0,0.8131868131868133,0.7058823529411765
NHL 10,7.9,88.0,0.8131868131868133,0.8823529411764706
Rock Band 3,8.0,91.0,0.8241758241758242,0.9176470588235294
Blood Wake,7.5,71.0,0.7692307692307693,0.6823529411764706
Dynasty Warriors 5: Xtreme Legends,9.1,57.0,0.945054945054945,0.5176470588235295
WWE 2K15,5.7,56.0,0.5714285714285715,0.5058823529411764
FIFA World Cup Germany 2006,8.1,77.0,0.8351648351648352,0.7529411764705882
Wreckless: ThE YaKuza MisSiOns,5.2,74.0,0.5164835164835165,0.7176470588235294
Defiance,7.2,60.0,0.7362637362637363,0.5529411764705883
Disgaea 4: A Promise Unforgotten,7.8,80.0,0.8021978021978022,0.788235294117647
SpongeBob SquarePants: Battle for Bikini Bottom,8.9,70.0,0.9230769230769231,0.6705882352941176
Doom 3 BFG Edition,6.4,67.0,0.6483516483516484,0.6352941176470588
Spider-Man 3,7.0,63.0,0.7142857142857143,0.5882352941176471
Pro Evolution Soccer 2012,6.3,74.0,0.6373626373626373,0.7176470588235294
The Conduit,8.2,69.0,0.8461538461538461,0.6588235294117647
Just Dance 2016,6.9,73.0,0.7032967032967034,0.7058823529411765
Disney Universe,5.3,66.0,0.5274725274725275,0.6235294117647059
RalliSport Challenge,8.3,87.0,0.8571428571428572,0.8705882352941177
Resident Evil Outbreak File #2,7.7,58.0,0.7912087912087913,0.5294117647058824
Top Spin 3,7.5,75.0,0.7692307692307693,0.7294117647058823
XIII,8.6,73.0,0.8901098901098901,0.7058823529411765
Tomb Raider: Anniversary,8.2,78.0,0.8461538461538461,0.7647058823529411
Rune Factory 4,8.1,78.0,0.8351648351648352,0.7647058823529411
3D Dot Game Heroes,8.0,77.0,0.8241758241758242,0.7529411764705882
Up,8.0,62.0,0.8241758241758242,0.5764705882352941
Breath of Fire IV,8.9,83.0,0.9230769230769231,0.8235294117647058
True Crime: Streets of LA,7.3,77.0,0.7472527472527473,0.7529411764705882
Odin Sphere,8.6,83.0,0.8901098901098901,0.8235294117647058
Titanfall,6.2,86.0,0.6263736263736264,0.8588235294117647
Arena Football,8.6,66.0,0.8901098901098901,0.6235294117647059
The Lord of the Rings: The Return of the King,8.2,77.0,0.8461538461538461,0.7529411764705882
NHL Hitz 20-02,7.6,78.0,0.7802197802197802,0.7647058823529411
The Legend of Spyro: Dawn of the Dragon,6.5,64.0,0.6593406593406593,0.6
Classic NES Series: Dr. Mario,7.5,66.0,0.7692307692307693,0.6235294117647059
The Sims: Bustin' Out,8.9,81.0,0.9230769230769231,0.8
NCAA March Madness 07,8.6,63.0,0.8901098901098901,0.5882352941176471
"Monsters, Inc. Scream Team",6.9,65.0,0.7032967032967034,0.611764705882353
"Warhammer 40,000: Space Marine",7.8,76.0,0.8021978021978022,0.7411764705882353
Top Spin 3,7.6,78.0,0.7802197802197802,0.7647058823529411
Cabela's Big Game Hunter 2005 Adventures,8.4,55.0,0.8681318681318682,0.49411764705882355
LEGO Rock Band,7.2,71.0,0.7362637362637363,0.6823529411764706
Battlefield 2: Modern Combat,8.2,80.0,0.8461538461538461,0.788235294117647
Tom Clancy's HAWX,8.1,74.0,0.8351648351648352,0.7176470588235294
All-Star Baseball 2002,7.6,77.0,0.7802197802197802,0.7529411764705882
Need for Speed: Most Wanted,9.1,80.0,0.945054945054945,0.788235294117647
Bolt,5.8,50.0,0.5824175824175825,0.43529411764705883
WWE Raw 2,7.3,68.0,0.7472527472527473,0.6470588235294118
Manhunt 2,7.8,67.0,0.8021978021978022,0.6352941176470588
Fullmetal Alchemist and the Broken Angel,8.1,56.0,0.8351648351648352,0.5058823529411764
Tony Hawk's Project 8,7.6,68.0,0.7802197802197802,0.6470588235294118
Batman Begins,7.3,64.0,0.7472527472527473,0.6
Tony Hawk's Proving Ground,5.4,72.0,0.5384615384615385,0.6941176470588235
Dr. Seuss' The Cat in the Hat,6.5,56.0,0.6593406593406593,0.5058823529411764
Barbie Groovy Games,7.0,47.0,0.7142857142857143,0.4
Wolfenstein,7.5,72.0,0.7692307692307693,0.6941176470588235
Blinx: The Time Sweeper,8.0,71.0,0.8241758241758242,0.6823529411764706
ESPN NFL Football,8.5,91.0,0.8791208791208791,0.9176470588235294
Major League Baseball 2K5,8.2,81.0,0.8461538461538461,0.8
Tetris Party Deluxe,5.8,72.0,0.5824175824175825,0.6941176470588235
Gravity Rush,8.5,83.0,0.8791208791208791,0.8235294117647058
Quantum Break,6.8,77.0,0.6923076923076923,0.7529411764705882
Archer Maclean's Mercury,6.6,75.0,0.6703296703296703,0.7294117647058823
TMNT,6.3,58.0,0.6373626373626373,0.5294117647058824
Soldier of Fortune: Gold Edition,6.8,59.0,0.6923076923076923,0.5411764705882353
Final Fantasy IV: The Complete Collection,7.5,77.0,0.7692307692307693,0.7529411764705882
Frontlines: Fuel of War,7.8,75.0,0.8021978021978022,0.7294117647058823
MX 2002 Featuring Ricky Carmichael,8.3,76.0,0.8571428571428572,0.7411764705882353
NCAA Football 07,6.9,88.0,0.7032967032967034,0.8823529411764706
Lunar: Silver Star Story Complete,9.1,78.0,0.945054945054945,0.7647058823529411
Harvest Moon: The Tale of Two Towns,7.5,68.0,0.7692307692307693,0.6470588235294118
No More Heroes,8.4,83.0,0.8681318681318682,0.8235294117647058
God of War: Origins Collection,8.4,84.0,0.8681318681318682,0.8352941176470589
Dora The Explorer: Dora Saves the Snow Princess,7.0,47.0,0.7142857142857143,0.4
Soul Reaver 2,8.5,80.0,0.8791208791208791,0.788235294117647
Metal Gear Solid 3: Subsistence,9.3,94.0,0.9670329670329672,0.9529411764705882
Enslaved: Odyssey to the West,7.4,80.0,0.7582417582417583,0.788235294117647
WWF Raw,6.6,68.0,0.6703296703296703,0.6470588235294118
Guitar Hero Live,5.1,81.0,0.5054945054945055,0.8
Extermination,7.8,67.0,0.8021978021978022,0.6352941176470588
Batman: Vengeance,6.7,68.0,0.6813186813186813,0.6470588235294118
Hot Shots Golf: World Invitational,8.1,76.0,0.8351648351648352,0.7411764705882353
Tony Hawk's Pro Skater 3,8.4,93.0,0.8681318681318682,0.9411764705882353
Mega Man Zero,8.9,82.0,0.9230769230769231,0.8117647058823529
Resident Evil: Revelations 2,7.7,75.0,0.7912087912087913,0.7294117647058823
NBA 2K8,6.8,81.0,0.6923076923076923,0.8
Rayman Origins,8.3,92.0,0.8571428571428572,0.9294117647058824
Assassin's Creed: Unity,3.0,70.0,0.27472527472527475,0.6705882352941176
MX vs. ATV: Alive,7.2,63.0,0.7362637362637363,0.5882352941176471
Shrek 2,8.4,72.0,0.8681318681318682,0.6941176470588235
Purr Pals,6.8,67.0,0.6923076923076923,0.6352941176470588
Assassin's Creed II,6.9,86.0,0.7032967032967034,0.8588235294117647
Tak and the Power of Juju,9.2,79.0,0.956043956043956,0.7764705882352941
Lips: Number One Hits,7.6,70.0,0.7802197802197802,0.6705882352941176
Turok: Evolution,6.7,68.0,0.6813186813186813,0.6470588235294118
Jak X: Combat Racing,7.7,76.0,0.7912087912087913,0.7411764705882353
American Idol,4.8,41.0,0.4725274725274725,0.32941176470588235
Red Dead Revolver,8.5,74.0,0.8791208791208791,0.7176470588235294
CrossworDS,6.8,67.0,0.6923076923076923,0.6352941176470588
Viva Pinata: Pocket Paradise,7.1,82.0,0.7252747252747253,0.8117647058823529
Sly Cooper: Thieves in Time,8.3,75.0,0.8571428571428572,0.7294117647058823
Iron Man,5.6,47.0,0.5604395604395604,0.4
Spec Ops: The Line,8.0,77.0,0.8241758241758242,0.7529411764705882
The SpongeBob SquarePants Movie,8.5,74.0,0.8791208791208791,0.7176470588235294
NHL 14,6.0,80.0,0.6043956043956045,0.788235294117647
F1 2013,6.3,77.0,0.6373626373626373,0.7529411764705882
Legends of WrestleMania,6.5,70.0,0.6593406593406593,0.6705882352941176
Tiger Woods PGA Tour 08,7.8,80.0,0.8021978021978022,0.788235294117647
Dance Dance Revolution Ultramix,8.8,82.0,0.9120879120879122,0.8117647058823529
Crash Tag Team Racing,7.0,66.0,0.7142857142857143,0.6235294117647059
Front Mission 4,8.6,75.0,0.8901098901098901,0.7294117647058823
Rayman Origins,8.4,88.0,0.8681318681318682,0.8823529411764706
F.E.A.R.,7.4,72.0,0.7582417582417583,0.6941176470588235
Enslaved: Odyssey to the West,7.8,82.0,0.8021978021978022,0.8117647058823529
Dragon Ball Z: Shin Budokai,8.1,70.0,0.8351648351648352,0.6705882352941176
Tiger Woods PGA Tour 13,5.7,75.0,0.5714285714285715,0.7294117647058823
Dynasty Warriors: Gundam 3,7.5,58.0,0.7692307692307693,0.5294117647058824
Def Jam: Fight for NY,8.5,84.0,0.8791208791208791,0.8352941176470589
Tiger Woods PGA Tour 11,8.3,84.0,0.8571428571428572,0.8352941176470589
NBA Live 10,7.5,81.0,0.7692307692307693,0.8
Metro 2033,7.9,77.0,0.8131868131868133,0.7529411764705882
Fire Emblem: Path of Radiance,8.9,85.0,0.9230769230769231,0.8470588235294118
Hotel Dusk: Room 215,8.6,78.0,0.8901098901098901,0.7647058823529411
Final Fantasy Explorers,7.0,69.0,0.7142857142857143,0.6588235294117647
SSX Tricky,8.6,87.0,0.8901098901098901,0.8705882352941177
Greg Hastings' Tournament Paintball,9.2,74.0,0.956043956043956,0.7176470588235294
ESPN NBA Basketball,8.4,89.0,0.8681318681318682,0.8941176470588236
Dragon Ball Z: Ultimate Tenkaichi,5.8,55.0,0.5824175824175825,0.49411764705882355
Sacred 2: Fallen Angel,7.3,71.0,0.7472527472527473,0.6823529411764706
Two Worlds II,6.6,67.0,0.6703296703296703,0.6352941176470588
Over the Hedge,8.6,58.0,0.8901098901098901,0.5294117647058824
Mat Hoffman's Pro BMX,8.6,80.0,0.8901098901098901,0.788235294117647
NHL 14,5.9,81.0,0.5934065934065935,0.8
The Hobbit,8.6,59.0,0.8901098901098901,0.5411764705882353
War of the Monsters,8.9,80.0,0.9230769230769231,0.788235294117647
Harry Potter and the Deathly Hallows - Part 1,5.0,41.0,0.4945054945054945,0.32941176470588235
NBA Street Vol. 2,8.1,88.0,0.8351648351648352,0.8823529411764706
The Incredible Hulk: Ultimate Destruction,8.7,83.0,0.901098901098901,0.8235294117647058
Time Crisis: Razing Storm,5.9,58.0,0.5934065934065935,0.5294117647058824
Summer Sports: Paradise Island,4.6,46.0,0.4505494505494505,0.38823529411764707
Time Crisis II,7.9,81.0,0.8131868131868133,0.8
NCAA March Madness 06,9.1,78.0,0.945054945054945,0.7647058823529411
LEGO Dimensions,6.5,62.0,0.6593406593406593,0.5764705882352941
Valkyria Chronicles II,8.1,83.0,0.8351648351648352,0.8235294117647058
Tatsunoko vs. Capcom: Ultimate All-Stars,8.8,85.0,0.9120879120879122,0.8470588235294118
Rune Factory: A Fantasy Harvest Moon,8.1,78.0,0.8351648351648352,0.7647058823529411
Legacy of Kain: Defiance,9.3,75.0,0.9670329670329672,0.7294117647058823
NCAA March Madness 2005,8.3,78.0,0.8571428571428572,0.7647058823529411
007 Racing,4.6,51.0,0.4505494505494505,0.4470588235294118
Tactics Ogre: Let Us Cling Together,8.8,87.0,0.9120879120879122,0.8705882352941177
Conflict: Vietnam,8.1,58.0,0.8351648351648352,0.5294117647058824
Dragon's Crown,8.3,82.0,0.8571428571428572,0.8117647058823529
MLB SlugFest 20-04,8.3,78.0,0.8571428571428572,0.7647058823529411
Blitz: The League,7.7,78.0,0.7912087912087913,0.7647058823529411
Manhunt 2,7.1,62.0,0.7252747252747253,0.5764705882352941
Just Dance 2015,7.5,70.0,0.7692307692307693,0.6705882352941176
The LEGO Movie Videogame,6.9,69.0,0.7032967032967034,0.6588235294117647
Overwatch,6.8,91.0,0.6923076923076923,0.9176470588235294
Peter Jackson's King Kong: The Official Game of the Movie,8.5,82.0,0.8791208791208791,0.8117647058823529
