Name,User_Score,Critic_Score,Normalized_User_Score,Normalized_Critic_Score
Tony Hawk's Downhill Jam,7.0,76.0,0.7142857142857143,0.7411764705882353
Risen 2: Dark Waters,5.2,47.0,0.5164835164835165,0.4
Age of Empires: The Age of Kings,7.9,80.0,0.8131868131868133,0.788235294117647
MotoGP 09/10,5.4,70.0,0.5384615384615385,0.6705882352941176
The Lord of the Rings: The Third Age,8.5,67.0,0.8791208791208791,0.6352941176470588
Dinosaur King,8.0,61.0,0.8241758241758242,0.5647058823529412
The Suffering,8.8,77.0,0.9120879120879122,0.7529411764705882
Tetris Worlds,5.6,47.0,0.5604395604395604,0.4
The Sims 4: Get Together,7.3,72.0,0.7472527472527473,0.6941176470588235
Viewtiful Joe 2,8.3,86.0,0.8571428571428572,0.8588235294117647
LEGO Harry Potter: Years 5-7,8.5,80.0,0.8791208791208791,0.788235294117647
Child of Eden,7.8,81.0,0.8021978021978022,0.8
Touch the Dead,5.6,56.0,0.5604395604395604,0.5058823529411764
Nickelodeon Party Blast,4.3,19.0,0.4175824175824176,0.07058823529411765
Jackass the Game,7.0,58.0,0.7142857142857143,0.5294117647058824
Ragnarok DS,5.8,53.0,0.5824175824175825,0.47058823529411764
Shellshock: Nam '67,7.0,58.0,0.7142857142857143,0.5294117647058824
Magna Carta: Tears of Blood,7.0,66.0,0.7142857142857143,0.6235294117647059
All-Star Baseball 2002,5.6,66.0,0.5604395604395604,0.6235294117647059
Capcom vs. SNK,9.0,80.0,0.9340659340659341,0.788235294117647
Pinball Hall of Fame: The Williams Collection,7.9,82.0,0.8131868131868133,0.8117647058823529
Aliens vs Predator: Requiem,5.6,49.0,0.5604395604395604,0.4235294117647059
Dishonored 2,6.8,88.0,0.6923076923076923,0.8823529411764706
Asphalt: Injection,4.8,49.0,0.4725274725274725,0.4235294117647059
From Russia With Love,8.5,70.0,0.8791208791208791,0.6705882352941176
Guitar Hero: Smash Hits,8.3,69.0,0.8571428571428572,0.6588235294117647
NBA Live 09 All-Play,5.9,51.0,0.5934065934065935,0.4470588235294118
NFL Quarterback Club 2002,7.8,67.0,0.8021978021978022,0.6352941176470588
NCAA Basketball 09,5.6,70.0,0.5604395604395604,0.6705882352941176
Shin Megami Tensei: Persona,8.0,78.0,0.8241758241758242,0.7647058823529411
Lords of the Fallen,6.7,71.0,0.6813186813186813,0.6823529411764706
LEGO The Lord of the Rings,8.2,80.0,0.8461538461538461,0.788235294117647
Growlanser: Heritage of War,7.9,60.0,0.8131868131868133,0.5529411764705883
Ben 10 Alien Force: Vilgax Attacks,8.3,61.0,0.8571428571428572,0.5647058823529412
Rugby 2004,6.8,61.0,0.6923076923076923,0.5647058823529412
Senran Kagura 2: Deep Crimson ,6.8,58.0,0.6923076923076923,0.5294117647058824
NBA 06,5.4,72.0,0.5384615384615385,0.6941176470588235
KORG DS-10 Synthesizer,8.2,82.0,0.8461538461538461,0.8117647058823529
Naruto: Ninja Council,7.1,60.0,0.7252747252747253,0.5529411764705883
Tropico 3,6.6,75.0,0.6703296703296703,0.7294117647058823
Deadly Creatures,8.8,72.0,0.9120879120879122,0.6941176470588235
Naruto Shippuden: Ultimate Ninja Storm Revolution,7.3,62.0,0.7472527472527473,0.5764705882352941
Dead Island,6.8,80.0,0.6923076923076923,0.788235294117647
NFL 2K3,8.3,92.0,0.8571428571428572,0.9294117647058824
Hunted: The Demon's Forge,6.0,61.0,0.6043956043956045,0.5647058823529412
Britney's Dance Beat,7.4,53.0,0.7582417582417583,0.47058823529411764
Shrek SuperSlam,7.8,70.0,0.8021978021978022,0.6705882352941176
Full Auto,7.8,70.0,0.8021978021978022,0.6705882352941176
Herdy Gerdy,5.0,69.0,0.4945054945054945,0.6588235294117647
Afrika,6.2,63.0,0.6263736263736264,0.5882352941176471
Over G Fighters,6.0,49.0,0.6043956043956045,0.4235294117647059
Angry Birds Star Wars,2.0,47.0,0.16483516483516483,0.4
Hot Shots Tennis: Get a Grip,8.0,80.0,0.8241758241758242,0.788235294117647
Star Wars: The Force Unleashed II,4.0,43.0,0.38461538461538464,0.35294117647058826
The Dukes of Hazzard: Return of the General Lee,6.8,52.0,0.6923076923076923,0.4588235294117647
Crash 'N' Burn,8.0,63.0,0.8241758241758242,0.5882352941176471
NBA,6.9,57.0,0.7032967032967034,0.5176470588235295
Disaster Report,8.0,66.0,0.8241758241758242,0.6235294117647059
Armored Core V,7.2,68.0,0.7362637362637363,0.6470588235294118
College Hoops 2K7,8.2,82.0,0.8461538461538461,0.8117647058823529
Rampage: Total Destruction,5.6,46.0,0.5604395604395604,0.38823529411764707
The Bard's Tale,8.6,76.0,0.8901098901098901,0.7411764705882353
Robotech: The Macross Saga,6.5,61.0,0.6593406593406593,0.5647058823529412
Yu Yu Hakusho: Dark Tournament,8.5,56.0,0.8791208791208791,0.5058823529411764
Conflict Zone,7.4,47.0,0.7582417582417583,0.4
Code Name: S.T.E.A.M.,7.7,69.0,0.7912087912087913,0.6588235294117647
The Bureau: XCOM Declassified,6.7,68.0,0.6813186813186813,0.6470588235294118
Star Wars: Battlefront,3.5,72.0,0.32967032967032966,0.6941176470588235
BloodRayne,7.5,76.0,0.7692307692307693,0.7411764705882353
NHL 2K6,7.5,83.0,0.7692307692307693,0.8235294117647058
Hannah Montana: The Movie,3.8,25.0,0.3626373626373626,0.1411764705882353
Tenchu: Return From Darkness,7.0,70.0,0.7142857142857143,0.6705882352941176
World Poker Tour,8.6,60.0,0.8901098901098901,0.5529411764705883
Neo Contra,7.1,65.0,0.7252747252747253,0.611764705882353
MVP Baseball,7.7,67.0,0.7912087912087913,0.6352941176470588
Tony Hawk's American Sk8land,8.7,84.0,0.901098901098901,0.8352941176470589
Viewtiful Joe 2,7.7,85.0,0.7912087912087913,0.8470588235294118
The BIGS 2,6.2,76.0,0.6263736263736264,0.7411764705882353
Quake III: Revolution,7.2,84.0,0.7362637362637363,0.8352941176470589
Pac-Man World 3,5.2,63.0,0.5164835164835165,0.5882352941176471
50 Cent: Blood on the Sand,6.4,71.0,0.6483516483516484,0.6823529411764706
Journey,8.8,92.0,0.9120879120879122,0.9294117647058824
SBK X: Superbike World Championship,7.5,73.0,0.7692307692307693,0.7058823529411765
Robotech: Battlecry,7.0,74.0,0.7142857142857143,0.7176470588235294
Dragon Ball: Fusions,7.6,68.0,0.7802197802197802,0.6470588235294118
Madden NFL 07,6.5,70.0,0.6593406593406593,0.6705882352941176
HBO Boxing,4.0,26.0,0.38461538461538464,0.15294117647058825
Bass Pro Shops: The Strike,5.8,63.0,0.5824175824175825,0.5882352941176471
Darkwatch,8.1,75.0,0.8351648351648352,0.7294117647058823
Disgaea D2: A Brighter Darkness,8.1,74.0,0.8351648351648352,0.7176470588235294
Maximo vs Army of Zin,7.8,83.0,0.8021978021978022,0.8235294117647058
Assassin's Creed Syndicate,5.9,74.0,0.5934065934065935,0.7176470588235294
Summoner 2,8.3,76.0,0.8571428571428572,0.7411764705882353
Shadow of Destiny,8.2,78.0,0.8461538461538461,0.7647058823529411
Ninja Gaiden: Dragon Sword,7.8,83.0,0.8021978021978022,0.8235294117647058
Cabela's Deer Hunt: 2004 Season,8.4,65.0,0.8681318681318682,0.611764705882353
World of Final Fantasy,8.6,77.0,0.8901098901098901,0.7529411764705882
Danganronpa Another Episode: Ultra Despair Girls,8.4,72.0,0.8681318681318682,0.6941176470588235
Pro Evolution Soccer 2012,7.0,79.0,0.7142857142857143,0.7764705882352941
The Legend of Spyro: The Eternal Night,6.4,60.0,0.6483516483516484,0.5529411764705883
The Wolf Among Us,8.4,83.0,0.8681318681318682,0.8235294117647058
Cursed Mountain,7.6,67.0,0.7802197802197802,0.6352941176470588
Age of Empires: Mythologies,6.9,78.0,0.7032967032967034,0.7647058823529411
SBK Superbike World Championship,8.0,63.0,0.8241758241758242,0.5882352941176471
Bionicle,4.2,47.0,0.40659340659340665,0.4
Heroes of Ruin,7.4,69.0,0.7582417582417583,0.6588235294117647
A Boy and His Blob,8.7,80.0,0.901098901098901,0.788235294117647
Baja: Edge of Control,5.0,61.0,0.4945054945054945,0.5647058823529412
G.I. Joe: The Rise of Cobra,4.8,43.0,0.4725274725274725,0.35294117647058826
UFC Undisputed 2010,7.0,74.0,0.7142857142857143,0.7176470588235294
World Series of Poker,6.4,37.0,0.6483516483516484,0.2823529411764706
Rayman Raving Rabbids,7.3,67.0,0.7472527472527473,0.6352941176470588
Deus Ex: The Conspiracy,8.9,81.0,0.9230769230769231,0.8
Unreal II: The Awakening,5.3,64.0,0.5274725274725275,0.6
Rumble Racing,8.2,85.0,0.8461538461538461,0.8470588235294118
Spider-Man: Web of Shadows,4.1,69.0,0.3956043956043956,0.6588235294117647
Vampire Rain,2.9,38.0,0.26373626373626374,0.29411764705882354
Batman Begins,7.1,65.0,0.7252747252747253,0.611764705882353
NBA Live 15,6.8,53.0,0.6923076923076923,0.47058823529411764
JSRF: Jet Set Radio Future,8.2,88.0,0.8461538461538461,0.8823529411764706
NHL Hitz 20-02,8.7,79.0,0.901098901098901,0.7764705882352941
Way of the Samurai 3,6.8,55.0,0.6923076923076923,0.49411764705882355
NCAA Football 2003,8.1,91.0,0.8351648351648352,0.9176470588235294
Hitman: HD Trilogy,7.6,71.0,0.7802197802197802,0.6823529411764706
J Stars Victory Vs.,7.9,74.0,0.8131868131868133,0.7176470588235294
de Blob 2,7.1,74.0,0.7252747252747253,0.7176470588235294
ESPN Winter X Games: Snowboarding 2002,7.9,64.0,0.8131868131868133,0.6
Final Fantasy Fables: Chocobo's Dungeon,8.0,76.0,0.8241758241758242,0.7411764705882353
Project: Snowblind,8.3,78.0,0.8571428571428572,0.7647058823529411
Prison Break: The Conspiracy,4.7,40.0,0.46153846153846156,0.3176470588235294
You Don't Know Jack,7.7,81.0,0.7912087912087913,0.8
Mortal Kombat: Special Forces,2.4,28.0,0.2087912087912088,0.17647058823529413
Mega Man Legacy Collection,7.1,77.0,0.7252747252747253,0.7529411764705882
The Last Airbender,6.6,53.0,0.6703296703296703,0.47058823529411764
NCAA March Madness 07,7.1,67.0,0.7252747252747253,0.6352941176470588
StokEd,8.6,68.0,0.8901098901098901,0.6470588235294118
Evil Dead: Regeneration,8.5,68.0,0.8791208791208791,0.6470588235294118
Defiance,6.5,64.0,0.6593406593406593,0.6
NHL 2003,7.9,80.0,0.8131868131868133,0.788235294117647
Tiger Woods PGA Tour,7.4,78.0,0.7582417582417583,0.7647058823529411
NHL 2K3,7.8,89.0,0.8021978021978022,0.8941176470588236
You Don't Know Jack,7.9,82.0,0.8131868131868133,0.8117647058823529
Final Fight One,7.8,82.0,0.8021978021978022,0.8117647058823529
Tony Hawk's Pro Skater 5,1.5,32.0,0.10989010989010989,0.2235294117647059
MLB 10: The Show,6.6,79.0,0.6703296703296703,0.7764705882352941
Gallop Racer 2003: A New Breed,8.5,68.0,0.8791208791208791,0.6470588235294118
Frogger 3D,5.5,54.0,0.5494505494505495,0.4823529411764706
Blue Dragon Plus,6.5,69.0,0.6593406593406593,0.6588235294117647
BeyBlade VForce: Super Tournament Battle,7.5,33.0,0.7692307692307693,0.23529411764705882
Dead to Rights: Retribution,7.0,61.0,0.7142857142857143,0.5647058823529412
Dragon Ball Z: Sagas,6.6,48.0,0.6703296703296703,0.4117647058823529
X2: Wolverine's Revenge,6.4,58.0,0.6483516483516484,0.5294117647058824
Power Rangers: Wild Force,6.9,55.0,0.7032967032967034,0.49411764705882355
Tenchu: Shadow Assassins,7.8,70.0,0.8021978021978022,0.6705882352941176
Lost Planet 3,5.5,61.0,0.5494505494505495,0.5647058823529412
Beyblade G-Revolution,7.8,40.0,0.8021978021978022,0.3176470588235294
Capcom Fighting Evolution,4.8,57.0,0.4725274725274725,0.5176470588235295
Assassin's Creed The Ezio Collection,7.4,72.0,0.7582417582417583,0.6941176470588235
God of War Collection,7.4,73.0,0.7582417582417583,0.7058823529411765
Anarchy Reigns,8.2,71.0,0.8461538461538461,0.6823529411764706
Mobile Suit Gundam: Crossfire,5.1,33.0,0.5054945054945055,0.23529411764705882
Suikoden Tactics,8.6,68.0,0.8901098901098901,0.6470588235294118
NCAA March Madness 06,7.2,76.0,0.7362637362637363,0.7411764705882353
Sniper: Ghost Warrior 2,5.7,52.0,0.5714285714285715,0.4588235294117647
EVE Online,7.5,69.0,0.7692307692307693,0.6588235294117647
Phantasy Star Online,9.1,89.0,0.945054945054945,0.8941176470588236
Crazy Taxi 3: High Roller,8.5,69.0,0.8791208791208791,0.6588235294117647
Midnight Club 3: DUB Edition Remix,5.3,87.0,0.5274725274725275,0.8705882352941177
Thrillville,2.8,72.0,0.25274725274725274,0.6941176470588235
"Warhammer 40,000: Space Marine",7.4,74.0,0.7582417582417583,0.7176470588235294
The King of Fighters Collection: The Orochi Saga,8.5,67.0,0.8791208791208791,0.6352941176470588
Disney's Planes,5.3,51.0,0.5274725274725275,0.4470588235294118
Zombie Army Trilogy,6.8,62.0,0.6923076923076923,0.5764705882352941
MLB SlugFest 20-03,7.8,79.0,0.8021978021978022,0.7764705882352941
The Con,7.3,63.0,0.7472527472527473,0.5882352941176471
Pitfall: The Lost Expedition,8.9,70.0,0.9230769230769231,0.6705882352941176
Need for Speed Carbon: Own the City,7.5,70.0,0.7692307692307693,0.6705882352941176
Enchanted Arms,5.9,64.0,0.5934065934065935,0.6
Le Mans 24 Hours,7.6,75.0,0.7802197802197802,0.7294117647058823
The Witch and the Hundred Knight,7.5,53.0,0.7692307692307693,0.47058823529411764
Dragon Ball Z: Harukanaru Densetsu,6.2,57.0,0.6263736263736264,0.5176470588235295
Harvest Moon: More Friends of Mineral Town,9.2,82.0,0.956043956043956,0.8117647058823529
X2: Wolverine's Revenge,7.2,72.0,0.7362637362637363,0.6941176470588235
NBA 2K2,7.6,90.0,0.7802197802197802,0.9058823529411765
Code of Princess,7.6,67.0,0.7802197802197802,0.6352941176470588
Major League Baseball 2K11,6.3,72.0,0.6373626373626373,0.6941176470588235
Dark Messiah of Might and Magic Elements,7.0,52.0,0.7142857142857143,0.4588235294117647
Planet 51,5.8,53.0,0.5824175824175825,0.47058823529411764
Dead to Rights II,5.3,51.0,0.5274725274725275,0.4470588235294118
FIFA 16,4.4,81.0,0.4285714285714286,0.8
NBA Live 14,3.1,36.0,0.28571428571428575,0.27058823529411763
Kung Fu Rider,3.7,36.0,0.3516483516483517,0.27058823529411763
DarkStar One: Broken Alliance,7.2,63.0,0.7362637362637363,0.5882352941176471
Dragon Ball: Xenoverse 2,7.3,73.0,0.7472527472527473,0.7058823529411765
WRC: FIA World Rally Championship,4.5,68.0,0.43956043956043955,0.6470588235294118
Odin Sphere: Leifthrasir,8.2,87.0,0.8461538461538461,0.8705882352941177
Ty the Tasmanian Tiger 2: Bush Rescue,8.6,70.0,0.8901098901098901,0.6705882352941176
Body and Brain Connection,4.8,57.0,0.4725274725274725,0.5176470588235295
Dragon Ball: Revenge of King Piccolo,7.3,65.0,0.7472527472527473,0.611764705882353
Warriors Orochi,6.6,62.0,0.6703296703296703,0.5764705882352941
MVP Baseball 2003,9.0,82.0,0.9340659340659341,0.8117647058823529
Monster Jam,6.4,43.0,0.6483516483516484,0.35294117647058826
Infinite Space,9.0,75.0,0.9340659340659341,0.7294117647058823
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",6.0,72.0,0.6043956043956045,0.6941176470588235
NBA 07,7.0,68.0,0.7142857142857143,0.6470588235294118
Two Worlds II,6.5,76.0,0.6593406593406593,0.7411764705882353
IHRA Drag Racing 2004,7.4,40.0,0.7582417582417583,0.3176470588235294
The Legend of Heroes: Trails of Cold Steel,7.7,86.0,0.7912087912087913,0.8588235294117647
Clive Barker's Jericho,7.1,60.0,0.7252747252747253,0.5529411764705883
Tekken 3D: Prime Edition,5.9,64.0,0.5934065934065935,0.6
Marvel: Ultimate Alliance 2,6.7,65.0,0.6813186813186813,0.611764705882353
Front Mission Evolved,6.1,58.0,0.6153846153846154,0.5294117647058824
From Russia With Love,8.8,71.0,0.9120879120879122,0.6823529411764706
Apache: Air Assault,6.1,66.0,0.6153846153846154,0.6235294117647059
Dying Light,7.9,75.0,0.8131868131868133,0.7294117647058823
Grandia II,8.8,90.0,0.9120879120879122,0.9058823529411765
Ridge Racer 6,7.1,74.0,0.7252747252747253,0.7176470588235294
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,7.0,53.0,0.7142857142857143,0.47058823529411764
Zone of the Enders HD Collection,8.8,75.0,0.9120879120879122,0.7294117647058823
Record of Agarest War,7.0,71.0,0.7142857142857143,0.6823529411764706
Gladius,8.0,78.0,0.8241758241758242,0.7647058823529411
Earth Defense Force: Insect Armageddon,7.0,63.0,0.7142857142857143,0.5882352941176471
Dave Mirra Freestyle BMX 2,8.2,76.0,0.8461538461538461,0.7411764705882353
SpongeBob SquarePants: Revenge of the Flying Dutchman,8.3,66.0,0.8571428571428572,0.6235294117647059
Taiko Drum Master,8.1,77.0,0.8351648351648352,0.7529411764705882
Dungeon Hunter Alliance,6.4,49.0,0.6483516483516484,0.4235294117647059
Forgotten Realms: Demon Stone,6.8,71.0,0.6923076923076923,0.6823529411764706
Soldier of Fortune: Payback,5.6,50.0,0.5604395604395604,0.43529411764705883
Afro Samurai,6.1,65.0,0.6153846153846154,0.611764705882353
Silent Hill: Book of Memories,5.1,58.0,0.5054945054945055,0.5294117647058824
Playboy: The Mansion,7.5,59.0,0.7692307692307693,0.5411764705882353
Baja: Edge of Control,7.1,65.0,0.7252747252747253,0.611764705882353
Tiger Woods PGA Tour 06,7.9,80.0,0.8131868131868133,0.788235294117647
Bleach: The 3rd Phantom,8.0,59.0,0.8241758241758242,0.5411764705882353
MC Groovz Dance Craze,6.8,42.0,0.6923076923076923,0.3411764705882353
The Thing,6.6,78.0,0.6703296703296703,0.7647058823529411
Untold Legends: Dark Kingdom,7.2,58.0,0.7362637362637363,0.5294117647058824
Plants vs. Zombies,7.9,85.0,0.8131868131868133,0.8470588235294118
Baldur's Gate: Dark Alliance,8.3,83.0,0.8571428571428572,0.8235294117647058
Prince of Persia: Warrior Within,8.6,83.0,0.8901098901098901,0.8235294117647058
Warriors Orochi,7.4,53.0,0.7582417582417583,0.47058823529411764
Predator: Concrete Jungle,8.8,47.0,0.9120879120879122,0.4
Arcana Heart 3,7.5,73.0,0.7692307692307693,0.7058823529411765
X-Men Origins: Wolverine,8.1,55.0,0.8351648351648352,0.49411764705882355
Big Mutha Truckers 2,2.1,51.0,0.17582417582417584,0.4470588235294118
Armored Core 4,6.8,65.0,0.6923076923076923,0.611764705882353
Solatorobo: Red the Hunter,7.9,76.0,0.8131868131868133,0.7411764705882353
NHL FaceOff 2001,4.0,57.0,0.38461538461538464,0.5176470588235295
Mana Khemia 2: Fall of Alchemy,8.2,70.0,0.8461538461538461,0.6705882352941176
The Great Escape,8.0,57.0,0.8241758241758242,0.5176470588235295
Castlevania: Lords of Shadow 2,7.8,63.0,0.8021978021978022,0.5882352941176471
Big Mutha Truckers,4.3,59.0,0.4175824175824176,0.5411764705882353
Way of the Samurai 4,6.5,58.0,0.6593406593406593,0.5294117647058824
The Hobbit,9.2,67.0,0.956043956043956,0.6352941176470588
The King of Fighters XI,8.5,75.0,0.8791208791208791,0.7294117647058823
Tom Clancy's Splinter Cell: Essentials,7.5,58.0,0.7692307692307693,0.5294117647058824
Major League Baseball 2K12,4.4,68.0,0.4285714285714286,0.6470588235294118
Family Guy,6.3,51.0,0.6373626373626373,0.4470588235294118
Dead Space 3,6.0,78.0,0.6043956043956045,0.7647058823529411
Sniper Elite,8.9,76.0,0.9230769230769231,0.7411764705882353
Harry Potter and the Goblet of Fire,7.4,70.0,0.7582417582417583,0.6705882352941176
Breath of Fire II,8.8,81.0,0.9120879120879122,0.8
Test Drive Unlimited 2,5.7,72.0,0.5714285714285715,0.6941176470588235
UFC Personal Trainer: The Ultimate Fitness System,2.4,65.0,0.2087912087912088,0.611764705882353
Conan,7.3,69.0,0.7472527472527473,0.6588235294117647
No More Heroes: Heroes' Paradise,7.3,72.0,0.7472527472527473,0.6941176470588235
Aliens vs Predator,7.4,68.0,0.7582417582417583,0.6470588235294118
Captain America: Super Soldier,7.3,61.0,0.7472527472527473,0.5647058823529412
Manhunt,7.9,74.0,0.8131868131868133,0.7176470588235294
NCAA Final Four 2003,6.0,57.0,0.6043956043956045,0.5176470588235295
Dynasty Warriors: Gundam 2,7.0,49.0,0.7142857142857143,0.4235294117647059
Bound By Flame,5.9,53.0,0.5934065934065935,0.47058823529411764
Spectrobes: Origins,8.4,71.0,0.8681318681318682,0.6823529411764706
DanceMasters,5.9,63.0,0.5934065934065935,0.5882352941176471
Breath of Fire: Dragon Quarter,6.9,78.0,0.7032967032967034,0.7647058823529411
Shiren the Wanderer,7.6,71.0,0.7802197802197802,0.6823529411764706
LEGO Marvel's Avengers,7.1,60.0,0.7252747252747253,0.5529411764705883
Spore Hero Arena,2.6,49.0,0.23076923076923078,0.4235294117647059
Disney's Magical Mirror Starring Mickey Mouse,8.9,50.0,0.9230769230769231,0.43529411764705883
Enchanted Arms,6.9,69.0,0.7032967032967034,0.6588235294117647
Conflict: Denied Ops,4.9,52.0,0.4835164835164836,0.4588235294117647
Mafia III,3.2,63.0,0.29670329670329676,0.5882352941176471
Mace Griffin: Bounty Hunter,8.3,62.0,0.8571428571428572,0.5764705882352941
Legacy of Kain: Defiance,7.9,74.0,0.8131868131868133,0.7176470588235294
Final Fantasy XI,6.5,66.0,0.6593406593406593,0.6235294117647059
Peter Jackson's King Kong: The Official Game of the Movie,6.4,56.0,0.6483516483516484,0.5058823529411764
Fighter Within,3.0,23.0,0.27472527472527475,0.11764705882352941
Aliens versus Predator: Extinction,8.4,66.0,0.8681318681318682,0.6235294117647059
Shrek: Forever After,4.5,57.0,0.43956043956043955,0.5176470588235295
X-Men Origins: Wolverine,7.5,60.0,0.7692307692307693,0.5529411764705883
NHL Hitz Pro,8.9,79.0,0.9230769230769231,0.7764705882352941
Space Invaders Extreme 2,7.1,82.0,0.7252747252747253,0.8117647058823529
Need for Speed: The Run,6.0,65.0,0.6043956043956045,0.611764705882353
Supreme Commander 2,6.2,77.0,0.6263736263736264,0.7529411764705882
Quantum Theory,5.3,43.0,0.5274725274725275,0.35294117647058826
Dawn of Discovery,8.5,81.0,0.8791208791208791,0.8
Guitar Hero Live,6.1,84.0,0.6153846153846154,0.8352941176470589
Frequency,9.0,83.0,0.9340659340659341,0.8235294117647058
Dynasty Warriors 8: Empires,7.5,63.0,0.7692307692307693,0.5882352941176471
2002 FIFA World Cup,9.0,79.0,0.9340659340659341,0.7764705882352941
SpongeBob SquigglePants 3D,6.0,64.0,0.6043956043956045,0.6
Sudeki,8.4,72.0,0.8681318681318682,0.6941176470588235
Majin and the Forsaken Kingdom,8.1,74.0,0.8351648351648352,0.7176470588235294
Silent Hill HD Collection,5.6,69.0,0.5604395604395604,0.6588235294117647
Arc Rise Fantasia,7.8,64.0,0.8021978021978022,0.6
South Park: The Stick of Truth,8.6,85.0,0.8901098901098901,0.8470588235294118
Teenage Mutant Ninja Turtles 2: Battle Nexus,4.6,49.0,0.4505494505494505,0.4235294117647059
MLB 12: The Show,7.8,76.0,0.8021978021978022,0.7411764705882353
NBA 2K11,8.6,82.0,0.8901098901098901,0.8117647058823529
WWE All Stars,7.0,68.0,0.7142857142857143,0.6470588235294118
Naruto: Ninja Destiny,4.4,61.0,0.4285714285714286,0.5647058823529412
FaceBreaker,6.3,54.0,0.6373626373626373,0.4823529411764706
Spider-Man: Shattered Dimensions,7.0,73.0,0.7142857142857143,0.7058823529411765
Lunar Legend,7.8,79.0,0.8021978021978022,0.7764705882352941
Conflict: Global Terror,8.5,62.0,0.8791208791208791,0.5764705882352941
Dante's Inferno,8.1,70.0,0.8351648351648352,0.6705882352941176
Injustice: Gods Among Us,7.9,82.0,0.8131868131868133,0.8117647058823529
Tomb Raider: Underworld,8.4,70.0,0.8681318681318682,0.6705882352941176
Death Jr.,7.3,61.0,0.7472527472527473,0.5647058823529412
Hulk,7.4,71.0,0.7582417582417583,0.6823529411764706
Phantasy Star Universe,8.5,68.0,0.8791208791208791,0.6470588235294118
Gungrave,8.6,65.0,0.8901098901098901,0.611764705882353
Transworld Surf,8.5,76.0,0.8791208791208791,0.7411764705882353
Tenchu: Fatal Shadows,8.0,58.0,0.8241758241758242,0.5294117647058824
50 Cent: Blood on the Sand,7.2,72.0,0.7362637362637363,0.6941176470588235
Metro: Last Light,8.6,82.0,0.8901098901098901,0.8117647058823529
Evolve,4.3,77.0,0.4175824175824176,0.7529411764705882
Resident Evil: Revelations,7.5,80.0,0.7692307692307693,0.788235294117647
The Legend of Spyro: A New Beginning,7.3,67.0,0.7472527472527473,0.6352941176470588
Armored Core: For Answer,7.6,62.0,0.7802197802197802,0.5764705882352941
Harry Potter and the Prisoner of Azkaban,8.8,67.0,0.9120879120879122,0.6352941176470588
Street Fighter X Tekken,7.5,79.0,0.7692307692307693,0.7764705882352941
The Legend of Heroes: Trails of Cold Steel II,7.3,80.0,0.7472527472527473,0.788235294117647
Rise of the Kasai,8.0,68.0,0.8241758241758242,0.6470588235294118
Singstar: Ultimate Party,4.1,47.0,0.3956043956043956,0.4
Risen,6.4,60.0,0.6483516483516484,0.5529411764705883
Nostalgia,7.6,72.0,0.7802197802197802,0.6941176470588235
Dynasty Warriors Gundam,6.8,55.0,0.6923076923076923,0.49411764705882355
Chibi-Robo! Park Patrol,7.5,78.0,0.7692307692307693,0.7647058823529411
Tom Clancy's Splinter Cell: Blacklist,7.4,82.0,0.7582417582417583,0.8117647058823529
One Piece: Unlimited Adventure,8.5,67.0,0.8791208791208791,0.6352941176470588
Shaun White Skateboarding,6.5,61.0,0.6593406593406593,0.5647058823529412
Conflict: Denied Ops,3.1,51.0,0.28571428571428575,0.4470588235294118
Binary Domain,8.0,74.0,0.8241758241758242,0.7176470588235294
Ice Age: Dawn of the Dinosaurs,7.3,67.0,0.7472527472527473,0.6352941176470588
Robin Hood: Defender of the Crown,5.6,59.0,0.5604395604395604,0.5411764705882353
R-Type Final,9.1,79.0,0.945054945054945,0.7764705882352941
Bolt,6.8,59.0,0.6923076923076923,0.5411764705882353
Sega GT 2002,8.2,82.0,0.8461538461538461,0.8117647058823529
F1 2011,7.2,83.0,0.7362637362637363,0.8235294117647058
Ty the Tasmanian Tiger 3: Night of the Quinkan,8.1,68.0,0.8351648351648352,0.6470588235294118
Samurai Warriors 2: Empires,7.3,55.0,0.7472527472527473,0.49411764705882355
Blood Omen 2,9.0,76.0,0.9340659340659341,0.7411764705882353
Earth Defense Force: Insect Armageddon,8.2,68.0,0.8461538461538461,0.6470588235294118
Major League Baseball 2K10,5.3,74.0,0.5274725274725275,0.7176470588235294
Saints Row IV,7.4,86.0,0.7582417582417583,0.8588235294117647
Harry Potter: Quidditch World Cup,7.5,69.0,0.7692307692307693,0.6588235294117647
Dance Central: Spotlight,7.0,74.0,0.7142857142857143,0.7176470588235294
Warriors: Legends of Troy,7.0,44.0,0.7142857142857143,0.36470588235294116
La Pucelle: Tactics,8.5,79.0,0.8791208791208791,0.7764705882352941
Arcania: Gothic 4,4.4,63.0,0.4285714285714286,0.5882352941176471
NBA Ballers: Chosen One,4.2,55.0,0.40659340659340665,0.49411764705882355
Tiger Woods PGA Tour 07,6.8,81.0,0.6923076923076923,0.8
Disney's Meet the Robinsons,6.3,62.0,0.6373626373626373,0.5764705882352941
Sword Art Online: Hollow Realization,7.7,69.0,0.7912087912087913,0.6588235294117647
The Lord of the Rings: War in the North,7.1,66.0,0.7252747252747253,0.6235294117647059
SBK X: Superbike World Championship,8.3,74.0,0.8571428571428572,0.7176470588235294
Rango: The Video Game,6.4,65.0,0.6483516483516484,0.611764705882353
