YearWeek,Playercount,Finalprice
2019-04-01,18.67719298245614,24.99
2019-04-08,17.523336643495533,24.99
2019-04-15,17.120980091883613,24.99
2019-04-22,15.851741293532339,24.99
2019-04-29,16.92452830188679,24.99
2019-05-06,15.41542288557214,24.99
2019-05-13,16.69831013916501,24.99
2019-05-20,15.419642857142858,24.99
2019-05-27,15.1360201511335,24.99
2019-06-03,13.816851664984863,24.99
2019-06-10,15.607765057242409,24.99
2019-06-17,141.31381381381382,19.27857142857143
2019-06-24,88.68473396320239,7.847142857142857
2019-07-01,76.92434046789448,4.99
2019-07-08,61.23728813559322,22.132857142857144
2019-07-15,42.48457711442786,24.99
2019-07-22,32.90859413810234,24.99
2019-07-29,26.6201588877855,24.99
2019-08-05,25.71272365805169,24.99
2019-08-12,22.470967741935485,24.99
2019-08-19,20.13717693836978,24.99
2019-08-26,18.968641114982578,24.99
2019-09-02,17.32703777335984,24.99
2019-09-09,16.3415991902834,24.99
2019-09-16,15.67979797979798,24.99
2019-09-23,15.341512268402603,24.99
2019-09-30,18.176176176176178,24.99
2019-10-07,17.106573705179283,24.99
2019-10-14,17.51069119840875,24.99
2019-10-21,15.209975062344139,24.99
2019-10-28,16.599899598393574,24.99
2019-11-04,15.21951219512195,23.20428571428571
2019-11-11,22.437405731523377,23.204285714285714
2019-11-18,19.220183486238533,24.99
2019-11-25,21.24292101341282,14.275714285714287
2019-12-02,19.976166832174776,23.204285714285714
2019-12-09,18.906016907011438,24.99
2019-12-16,19.25983076157292,17.847142857142856
2019-12-23,23.67511177347243,12.49
2019-12-30,25.728401191658392,19.632857142857144
2020-01-06,19.59771258080557,24.99
2020-01-13,17.27037773359841,24.99
2020-01-20,16.994041708043696,17.847142857142856
2020-01-27,19.052791878172588,24.99
2020-02-03,15.941176470588236,24.99
2020-02-10,15.30188679245283,24.99
2020-02-17,14.50943396226415,24.99
2020-02-24,14.044642857142858,24.99
2020-03-02,24.83531746031746,21.41857142857143
2020-03-09,23.13938492063492,24.99
2020-03-16,22.058531746031747,24.99
2020-03-23,21.783300198807158,24.99
2020-03-30,19.771598808341608,24.99
2020-04-06,22.431976166832175,24.99
2020-04-13,21.807252856433184,24.99
2020-04-20,19.205663189269746,24.99
2020-04-27,21.487586891757697,24.99
2020-05-04,22.31116625310174,24.99
2020-05-11,22.71400198609732,24.99
2020-05-18,20.237835153922543,24.99
2020-05-25,18.89925558312655,24.99
2020-06-01,19.23658051689861,24.99
2020-06-08,20.741071428571427,24.99
2020-06-15,17.429298067141403,24.99
2020-06-22,20.89565651522716,17.847142857142856
2020-06-29,26.85004965243297,12.49
2020-07-06,25.6765873015873,19.632857142857144
2020-07-13,21.045296167247386,24.99
2020-07-20,19.466202783300197,24.99
2020-07-27,18.6363184079602,24.99
2020-08-03,17.540688966550174,24.99
2020-08-10,16.716435185185187,24.99
