,release_year,genre
37948,2017,"Adventure,Free to Play,Simulation"
37949,2017,Action
37950,2017,Action
37951,2018,RPG
37952,2017,"Action,Indie"
37953,2018,"Action,Indie"
37954,2017,"Animation & Modeling,Design & Illustration,Utilities"
37955,2017,Action
37956,2018,Action
37957,2018,Simulation
37958,2017,Action
37959,2018,Simulation
37960,lly!,"Action,Adventure,Indie,RPG,Strategy"
37961,2018,"Adventure,Casual"
37962,2017,"Adventure,Casual,Indie,Simulation,Sports"
37963,2018,Utilities
37964,2018,Utilities
37965,2018,"Action,Adventure,Indie,RPG"
37966,2018,"Adventure,Indie"
37967,2018,"Action,Indie"
37968,2018,Casual
37969,2017,"Indie,Simulation,Strategy"
37970,2019,"Action,Adventure,Indie,RPG"
37971,2018,"Casual,Indie,Racing,Simulation,Strategy"
37972,2018,"Action,Adventure,Indie,RPG"
37973,2019,"Adventure,Casual,Indie"
37974,2019,Indie
37975,mmer,"Action,Adventure,Indie"
37976,2017,"Adventure,Indie"
37977,nan,Action
37978,nan,Action
37979,nan,Action
37980,nan,Action
37981,2016,Indie
37982,2019,"Action,Adventure"
37983,2017,"Adventure,Free to Play,RPG,Strategy"
37984,2019,"Adventure,Indie,Simulation"
37985,2017,"Free to Play,Massively Multiplayer,Strategy"
37986,2017,"Free to Play,Massively Multiplayer,Strategy"
37987,2017,"Free to Play,Massively Multiplayer,Strategy"
37988,2017,"Free to Play,Massively Multiplayer,Strategy"
37989,2017,"Indie,RPG,Strategy"
37990,2019,"Action,Indie"
37991,2017,"Casual,Indie"
37992,2017,"Action,Casual,Indie"
37993,2017,"Action,Adventure,Indie,Early Access"
37994,2017,"Adventure,Indie,RPG"
37995,2018,"Action,Indie"
37996,2018,"Simulation,Strategy"
37997,2017,Indie
37998,2017,"Adventure,Indie,RPG,Strategy"
37999,2018,Indie
38000,2017,"Casual,Free to Play,Indie,Simulation"
38001,2018,"Action,Casual,Indie"
38002,2017,"Action,Adventure,Indie"
38003,2018,"Action,Casual,Indie"
38004,2019,"Action,Indie,Strategy"
38005,2017,"Indie,Strategy"
38006,2017,"Indie,Early Access"
38007,2017,"Action,Casual,Indie"
38008,2017,"Action,Casual,Indie"
38009,1993,"Action,Simulation,Strategy"
38010,TBD,"Action,Early Access"
38011, TBC,Action
38012,2019,"Casual,Indie,RPG,Strategy"
38013,2017,"Action,Indie,Early Access"
38014,2017,"Action,Indie"
38015,MMER,"Action,Adventure,Indie,RPG"
38016,2017,"Adventure,Indie,RPG"
38017,2017,"Action,Casual,Indie,Simulation,Sports"
38018,2017,"Action,Adventure,Indie,RPG,Strategy"
38019,2018,"Casual,Indie,RPG,Simulation"
38020,2019,"Animation & Modeling,Design & Illustration"
38021,2019,"Action,Free to Play"
38022,nan,Free to Play
38023,2019,"Action,Indie,Strategy,Early Access"
38024,2019,"Action,Adventure,Indie"
38025,2018,"Action,Adventure,Indie"
38026,2019,"Action,Adventure,Casual,Indie,Simulation,Sports,Strategy,Early Access"
38027,2019,"Action,Indie,RPG"
38028,2020,"Action,Indie,Simulation,Early Access"
38029,2019,RPG
38030,2020,"Action,Free to Play,Massively Multiplayer,Strategy"
38031,2019,RPG
38032,2019,RPG
38033,2019,"Action,Strategy"
38034,2016,"Casual,Free to Play,Indie,Simulation,Sports,Strategy"
38035,2016,"Casual,Free to Play,Indie,Simulation,Sports,Strategy"
38036,2016,
38037,2018,"Action,Indie"
38038,2016,"Massively Multiplayer,RPG"
38039,2016,
38040,2016,
38041,2017,"Casual,Indie"
38042,2018,Adventure
38043,2017,"Adventure,Indie"
38044,2017,"Indie,Simulation"
38045,2017,"Indie,Simulation"
38046,Soon,"Adventure,Casual,Indie"
38047,2016,"Action,Indie,RPG"
38048,2018,"Action,Indie"
38049,2018,"Action,Early Access"
38050,2019,"Action,Casual,Indie,Early Access"
38051,2017,"Action,Indie"
38052,2018,"Adventure,Casual"
38053,2018,"Adventure,Indie,Strategy"
38054,2017,"Adventure,Casual"
38055,2019,"Adventure,Indie,RPG"
38056,2017,"Action,Massively Multiplayer,Racing"
38057,2017,"Indie,Racing"
38058,2017,"Action,Adventure,Indie,RPG,Strategy"
38059,2019,"Action,Adventure,Indie,Massively Multiplayer,RPG"
38060,nan,RPG
38061,2017,"Action,Casual,Free to Play,Indie,Racing"
38062,2017,"Action,Casual,Free to Play,Indie,Racing"
38063,2017,"Action,Casual,Free to Play,Indie,Racing"
38064,2017,"Action,Casual,Free to Play,Indie,Racing"
38065,2017,"Action,Casual,Free to Play,Indie,Racing"
38066,2017,"Action,Adventure,Casual,Indie,Strategy"
38067,2018,"Action,Adventure,Indie,RPG,Strategy"
38068,2017,"Indie,RPG,Strategy"
38069,2017,"Adventure,RPG"
38070,nan,Indie
38071,2018,"Action,Casual"
38072,2017,"Action,Adventure,Indie,RPG,Simulation,Strategy"
38073,2017,RPG
38074,2017,Casual
38075,2018,"Action,Indie"
38076,2018,"Action,Indie"
38077,2015,"Casual,Strategy"
38078,2017,Action
38079,2018,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Simulation"
38080,2017,"Indie,RPG,Strategy"
38081,2017,"Adventure,Casual,Indie,Strategy"
38082,2017,"Indie,RPG,Strategy"
38083,2017,"Indie,RPG,Strategy"
38084,2017,"Action,Casual,Indie,Simulation,Early Access"
38085,2017,"Indie,RPG,Strategy"
38086,2017,"Casual,Indie"
38087,2019,"Action,Adventure,Indie,Early Access"
38088,2016,
38089,2016,
38090,2016,
38091,2016,
38092,2010,
38093,2007,
38094,TBD,"Action,Indie"
38095,2019,"Action,Free to Play,Indie"
38096,2016,"Action,Adventure,Indie"
38097,2019,Action
38098,2017,Simulation
38099,2017,"Action,Casual,Indie"
38100,2017,Simulation
38101,2019,"Adventure,Indie"
38102,2017,"Racing,Simulation,Sports"
38103,2017,"Racing,Simulation,Sports"
38104,2015,
38105,2019,Indie
38106,2016,
38107,nan,"Casual,Indie,Strategy,Adventure"
38108,2018,Adventure
38109,2017,"Adventure,Casual,Indie"
38110,2017,"Indie,RPG,Strategy"
38111,2017,"Action,Indie,RPG,Simulation,Strategy,Early Access"
38112,2017,"Action,Indie"
38113,2017,"Casual,Indie"
38114,2017,"Action,Casual"
38115,2017,"Casual,Free to Play,Indie,Sports"
38116,2017,"Casual,Indie"
38117,2017,"Adventure,Casual,Indie"
38118,2019,"Action,Adventure,Indie"
38119,2017,"Indie,RPG,Strategy"
38120,018!,"Action,Sports,Early Access"
38121,2017,"Action,Indie,Simulation,Early Access"
38122,2017,"Adventure,Indie"
38123,2017,"Casual,Indie,Simulation,Sports"
38124,2017,"Action,Indie"
38125,2019,"Action,Adventure,Indie"
38126,2017,Action
38127,2020,"Action,Adventure,Indie"
38128,2017,"Casual,Indie,Simulation"
38129,2017,"Action,Adventure,Indie,Early Access"
38130,2017,Action
38131,2013,Action
38132,Soon,"Indie,Strategy"
38133,2003,Action
38134,nan,"Action,Adventure,Indie,Simulation,Early Access"
38135,2017,"Adventure,Indie,RPG"
38136,2018,"Adventure,Indie,RPG"
38137,2017,"Action,Indie,Strategy"
38138,2017,"Action,Indie,Strategy"
38139,2017,"Action,Adventure,Indie,RPG"
38140,2018,"Action,Adventure,Indie"
38141,2017,"Action,RPG"
38142,2019,Action
38143,2019,Action
38144,2017,"Adventure,Casual,Indie"
38145,2019,"Action,Casual,Indie"
38146,2017,
38147,2017,"Animation & Modeling,Design & Illustration"
38148,2017,"Animation & Modeling,Design & Illustration"
38149,2019,"Action,Adventure,Indie,Massively Multiplayer,RPG,Strategy"
38150,2018,Indie
38151,ment,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,RPG,Simulation,Sports,Early Access"
38152,2019,"Action,Adventure,Indie"
38153,2018,"Casual,Strategy"
38154,2017,"Racing,Simulation,Sports"
38155,2017,"Racing,Simulation,Sports"
38156,2017,"Racing,Simulation,Sports"
38157,2017,"Racing,Simulation,Sports"
38158,nan,"Casual,Indie"
38159,2017,"Design & Illustration,Web Publishing"
38160,2018,"Design & Illustration,Web Publishing"
38161,2018,"Design & Illustration,Web Publishing"
38162,2017,"Indie,RPG,Strategy"
38163,2017,"Action,Adventure,Indie"
38164,2017,"Indie,RPG,Strategy"
38165,2018,"Action,Adventure,Indie,RPG,Early Access"
38166,ture,Strategy
38167,2017,"Action,Adventure,Indie,Strategy"
38168,nced,"Adventure,Indie,RPG"
38169,2017,Action
38170,2017,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports,Strategy"
38171,2018,"Education,Software Training"
38172,2017,"Casual,Indie"
38173,2018,"Education,Software Training"
38174,2018,"Action,Adventure,Indie"
38175,2019,"Casual,Indie,Simulation,Strategy"
38176,Soon,"Indie,Strategy"
38177,2018,Indie
38178,2018,"Adventure,Casual,Indie"
38179,2018,"Free to Play,Indie,RPG,Simulation"
38180,2018,"Free to Play,Indie,RPG,Simulation"
38181,2017,"Racing,Simulation,Sports"
38182,2019,"Action,Adventure,Indie,Massively Multiplayer,RPG"
38183,2018,"Indie,Simulation,Strategy"
38184,2018,"Indie,Simulation,Strategy"
38185,2018,"Indie,Simulation,Strategy"
38186,2018,Video Production
38187,2018,"Indie,RPG"
38188,2018,"Action,Adventure,Casual,Indie"
38189,2016,"Casual,Indie,Strategy"
38190,2018,"Action,Indie"
38191,2018,"Adventure,Indie"
38192,2018,"Action,Adventure,Casual"
38193,2018,"Casual,Indie"
38194,2018,"Action,Indie,Massively Multiplayer,Simulation"
38195,2018,"Action,Indie,Massively Multiplayer,Simulation"
38196,2017,"Action,Casual,Indie"
38197,2019,"Action,Indie,RPG"
38198,2019,"Adventure,Indie"
38199,2020,"Action,Adventure,Indie,RPG"
38200,2018,"Casual,Indie,Strategy,Early Access"
38201,TBA,"Action,Indie"
38202,2017,"Casual,Free to Play,Indie,Simulation,Sports,Strategy"
38203,2018,"Casual,Simulation"
38204,2018,"Casual,Simulation"
38205,2018,"Casual,Simulation"
38206,2018,"Casual,Simulation"
38207,2018,"Casual,Simulation"
38208,2018,"Casual,Simulation"
38209,2018,"Casual,Simulation"
38210,2018,"Casual,Simulation"
38211,2018,"Casual,Simulation"
38212,2018,"Casual,Simulation"
38213,2018,"Casual,Simulation"
38214,2018,"Casual,Simulation"
38215,2018,"Casual,Simulation"
38216,2018,"Casual,Simulation"
38217,2018,"Casual,Simulation"
38218,2018,"Casual,Simulation"
38219,2018,"Casual,Simulation"
38220,2018,"Casual,Simulation"
38221,2018,"Casual,Simulation"
38222,2018,"Casual,Simulation"
38223,2018,"Casual,Simulation"
38224,2018,"Casual,Simulation"
38225,2017,"Adventure,Indie,Racing"
38226,2017,"Indie,Simulation,Strategy"
38227,2019,Adventure
38228,2017,"Indie,RPG,Strategy"
38229,2017,"Indie,RPG,Strategy"
38230,2017,"Indie,RPG,Strategy"
38231,2017,"Indie,RPG,Strategy"
38232,2017,Design & Illustration
38233,2017,"Indie,RPG,Strategy"
38234,2017,Action
38235,2017,"Action,Adventure,Casual,Indie"
38236,2018,"Action,RPG"
38237,2017,"Action,Casual,Indie"
38238,2017,"Action,Adventure,Casual,Free to Play,Indie,RPG,Simulation,Strategy"
38239,2017,Casual
38240,2017,"Action,Adventure,Indie"
38241,2017,Casual
38242,2017,Casual
38243,2017,Design & Illustration
38244,2017,"Action,Indie"
38245,2017,"Indie,RPG,Strategy"
38246,2017,"Adventure,Indie"
38247,2019,Indie
38248,2018,"Action,Casual,Indie"
38249,2017,"Casual,Free to Play,Indie,Simulation"
38250,2019,"Action,Adventure,Indie"
38251,018!,"Indie,RPG,Strategy"
38252,2017,"Indie,Strategy"
38253,2018,"Action,Indie"
38254,2019,Action
38255,2017,"Action,Adventure,Indie,RPG,Simulation,Early Access"
38256,2019,Action
38257,2019,Action
38258,2019,Action
38259,2019,Action
38260,2019,Action
38261,2019,Action
38262,2019,Action
38263,2019,Action
38264,2019,"Action,Adventure,Indie,RPG"
38265,2020,"Adventure,Indie"
38266,SOON,"Indie,Simulation"
38267,2019,"Adventure,Casual"
38268,done,"Action,Indie"
38269,2019,"Action,Adventure,Indie,RPG"
38270,2019,"Action,Adventure,Indie"
38271,2019,Action
38272,2019,Action
38273,nan,"Action,Adventure,Indie"
38274,2019,"Action,Indie,Early Access"
38275,2019,"Indie,Massively Multiplayer,Strategy"
38276,2019,Simulation
38277,2019,"Action,Indie"
38278,2017,"Action,Adventure,Indie"
38279,nan,"Indie,RPG"
38280,2019,"Action,Indie,Simulation"
38281,2017,"Casual,Indie"
38282,2018,"Casual,Indie"
38283,2019,"Casual,Free to Play"
38284,2019,"Action,Indie,Racing,Simulation"
38285,2017,"Indie,Simulation"
38286,2017,"Simulation,Sports"
38287,2017,"Action,Adventure,Indie,Strategy"
38288,2017,"Indie,RPG,Strategy"
38289,2017,RPG
38290,2017,"Adventure,Casual"
38291,2017,RPG
38292,2017,"Action,Casual,Indie"
38293,2018,"Action,Indie,Early Access"
38294,2016,"Indie,RPG"
38295,2016,"Indie,RPG,Strategy"
38296,2017,"Action,Adventure,Indie,RPG"
38297,2016,"Indie,RPG,Strategy"
38298,nan,"Adventure,Indie"
38299,2016,"Action,Casual,Indie"
38300,2019,"Strategy,Early Access"
38301,2016,"Action,Casual,Sports"
38302,2016,"Design & Illustration,Utilities"
38303,2017,"Casual,Indie,Simulation"
38304,2017,"Casual,Indie,Simulation"
38305,2017,"Casual,Indie,Simulation"
38306,2016,"Casual,Indie,Simulation"
38307,2016,"Casual,Indie,Simulation"
38308,2016,"Casual,Indie,Simulation"
38309,2016,"Casual,Indie,Simulation"
38310,2016,"Casual,Indie,Simulation"
38311,2016,"Casual,Indie,Simulation"
38312,2016,"Casual,Indie,Simulation"
38313,2018,"Action,Casual,Indie"
38314,2016,"Action,Casual,Indie"
38315,2018,"Casual,Racing,Simulation"
38316,2017,"Action,Adventure,Indie,RPG"
38317,2019,"Action,Free to Play,Indie,Early Access"
38318,2017,"Adventure,Indie"
38319,2017,"Indie,RPG,Strategy"
38320,2017,"Indie,RPG,Strategy"
38321,2017,"Indie,RPG,Strategy"
38322,2017,"Indie,RPG"
38323,2017,"Indie,RPG,Strategy"
38324,2017,"Indie,RPG,Strategy"
38325,2017,"Casual,Indie,Strategy"
38326,2018,"Adventure,Casual,Indie"
38327,2018,"Adventure,Casual,Indie"
38328,2018,"Adventure,Indie"
38329,2018,"Indie,Simulation"
38330,2018,"Casual,Indie,Simulation"
38331,2018,"Casual,Indie,Simulation"
38332,2018,"Casual,Indie,Simulation"
38333,2018,
38334,2018,"Casual,Indie"
38335,nan,"Adventure,Indie,Simulation"
38336,2017,"Indie,RPG,Strategy"
38337,Soon,"Action,Adventure,Indie,Early Access"
38338,2017,"Action,Indie,Strategy"
38339,2017,"Action,Free to Play,Indie,Strategy"
38340,2017,"Action,Free to Play,Indie,Strategy"
38341,2017,"Action,Indie"
38342,2016,"Indie,RPG,Strategy"
38343,2016,"Action,Indie,Massively Multiplayer"
38344,2016,"Indie,RPG,Strategy"
38345,2016,"Adventure,Indie"
38346,2016,"Indie,RPG,Strategy"
38347,2016,"Indie,RPG,Strategy"
38348,2016,"Indie,RPG,Strategy"
38349,2016,"Casual,Free to Play,Massively Multiplayer,Strategy"
38350,2016,"Indie,RPG,Strategy"
38351,2016,"Indie,RPG,Strategy"
38352,2019,"Action,Adventure,Strategy"
38353,2016,"Action,Adventure,Indie"
38354,2017,"Adventure,Casual,Indie"
38355,2016,"Indie,RPG"
38356,2017,"Indie,RPG,Strategy"
38357,2018,"Action,Adventure,Casual,Indie"
38358,2016,"Indie,RPG,Strategy"
38359,2016,"Indie,RPG,Strategy"
38360,2015,"Adventure,Casual,Indie,RPG,Simulation"
38361,2018,"Action,Adventure,Indie"
38362,2018,"Action,Indie"
38363,2018,"Casual,Indie"
38364,2017,"Indie,Simulation"
38365,2017,"Casual,Indie,Simulation"
38366,2017,"Casual,Indie,Simulation"
38367,2019,"Action,Adventure"
38368,2017,"Adventure,Casual,Indie,Racing,Simulation,Sports"
38369,2019,"Action,Free to Play,Indie,Strategy"
38370,2017,"Casual,Indie"
38371,2020,"Indie,Strategy"
38372,2017,
38373,2017,"Adventure,Indie,Racing"
38374,2017,"Casual,Indie"
38375,2018,"Action,Casual"
38376,2019,"Design & Illustration,Web Publishing"
38377,2017,"Indie,RPG,Strategy"
38378,2018,"Racing,Simulation,Sports"
38379,nan,"Action,Casual,Indie,Simulation,Sports,Strategy,Early Access"
38380,2017,"Design & Illustration,Web Publishing"
38381,2018,"Action,Adventure,Casual,Indie"
38382,2019,Indie
38383,2016,"Adventure,Casual,Indie"
38384,经在做了,"Indie,Strategy"
38385,2017,"Action,Casual,Indie"
38386,2017,"Casual,Indie"
38387,2017,Action
38388,2018,"Action,Indie"
38389,2016,"Action,Free to Play,Massively Multiplayer,RPG"
38390,2016,Racing
38391,2019,"Casual,Indie,Strategy"
38392,2019,"Action,Massively Multiplayer,Sports"
38393,Soon,"Adventure,Casual,Indie"
38394,2019,"Action,Indie,Early Access"
38395,2019,Free to Play
38396,2018,"Action,Casual,Indie,RPG"
38397,2019,Casual
38398,2019,"Action,Casual,Indie,Racing,Sports"
38399,2018,"Simulation,Strategy"
38400,2018,"Simulation,Strategy"
38401,2018,"Simulation,Strategy"
38402,2018,"Indie,Simulation"
38403,2018,"Casual,Indie,Strategy"
38404,2018,"Action,Indie,Strategy"
38405,2019,"Action,Adventure,Indie"
38406,Soon,"Action,Adventure,Casual,Indie"
38407,2018,Strategy
38408,nan,"Action,Indie"
38409,2018,"Indie,RPG,Strategy"
38410,2018,"Indie,RPG,Strategy"
38411,2018,"Indie,RPG,Strategy"
38412,2018,"Indie,Simulation,Strategy"
38413,2018,"Indie,RPG,Strategy"
38414,2018,"Casual,Indie,Sports,Strategy"
38415,2018,"Adventure,Indie"
38416,2018,"Casual,Free to Play,Indie,Simulation"
38417,2019,Action
38418,2019,"Action,Adventure"
38419,2019,"Action,Adventure,Casual,RPG"
38420,2019,"Action,Adventure,RPG"
38421,2019,"Action,Adventure,Casual,Indie,RPG"
38422,2019,"Indie,RPG,Strategy,Early Access"
38423,2019,"Action,Casual,Indie"
38424,nan,"Indie,Strategy"
38425,2019,"Action,Adventure,Casual,Indie,RPG,Strategy"
38426,2019,"Action,Adventure,RPG"
38427,2019,"Action,Adventure,Casual,Indie,Strategy"
38428,2016,"Action,Casual,Racing"
38429,2019,Strategy
38430,2019,"Action,Adventure,Casual,RPG"
38431,2019,"Action,Adventure,Indie,RPG"
38432,2019,"Casual,Indie,Strategy"
38433,2019,"Adventure,Casual,Indie"
38434,2019,Action
38435,2019,"Adventure,Casual,Simulation"
38436,2019,"Action,Indie,Strategy,Early Access"
38437,nan,"Racing,Simulation,Early Access"
38438,2019,"Education,Game Development"
38439,t Us,"Adventure,Indie"
38440,2019,Casual
38441,2019,"Action,Indie,Simulation"
38442,2019,"Action,Casual,Indie,Early Access"
38443,2019,"Casual,Free to Play,Indie,Racing,Simulation,Sports,Strategy"
38444,Soon,"Adventure,Indie,Strategy,Early Access"
38445,Soon,"Action,Adventure,Casual,Indie"
38446,2019,"Indie,RPG"
38447,2019,"Adventure,Indie"
38448,2019,"Adventure,Casual,Indie"
38449,2020,"Indie,Simulation,Strategy"
38450,2019,"Indie,RPG"
38451,2019,"Adventure,Indie,RPG,Strategy"
38452,soon,"Action,Indie,Simulation"
38453,Soon,"Action,Adventure,Indie"
38454,soon,"Action,Indie,Simulation"
38455,soon,"Action,Indie,Simulation"
38456,2019,"Adventure,Indie"
38457,2019,Casual
38458,2019,"Adventure,Indie"
38459,2019,"Action,Indie,Early Access"
38460,2019,"Indie,Strategy"
38461,Soon,"Adventure,Indie"
38462,TBA,"Action,Adventure,Indie,Early Access"
38463,2019,"Casual,Indie,Simulation,Sports"
38464,Soon,"Indie,RPG,Strategy"
38465,Soon,Strategy
38466,2019,"Casual,Indie"
38467,2019,"Adventure,Indie"
38468,2019,"Action,Free to Play,Massively Multiplayer,Racing"
38469,2019,"Adventure,Indie,RPG,Early Access"
38470,2019,"Adventure,Strategy"
38471,2019,"Indie,Strategy"
38472,Soon,"Adventure,Casual,Indie"
38473,nan,"Indie,Strategy,Early Access"
38474,nan,"Indie,Strategy,Early Access"
38475,2019,"Indie,Strategy"
38476,Soon,"Action,Adventure,Indie,Massively Multiplayer,Strategy,Early Access"
38477,2019,Adventure
38478,nan,"Action,Adventure,Indie"
38479,soon,"Action,RPG"
38480,nan,"Adventure,Indie"
38481,Soon,"Indie,Simulation,Early Access"
38482,2019,"Action,Adventure,Indie"
38483,2019,Casual
38484,2019,Casual
38485,2019,"Racing,Simulation"
38486,2019,"Action,Adventure,Indie,RPG,Strategy,Early Access"
38487,2019,"Indie,RPG,Early Access"
38488,2019,"Indie,Simulation"
38489,2019,"Indie,Simulation,Strategy,Early Access"
38490,2019,"Casual,Free to Play,Indie,Simulation,Sports,Strategy"
38491,2019,"Casual,Free to Play,Indie,Simulation,Sports,Strategy"
38492,免费发布,"Adventure,Casual,Indie"
38493,2019,"Action,Indie"
38494,nan,"Adventure,Indie"
38495,2018,"Action,Casual,Free to Play,Indie,Simulation,Sports"
38496,2019,"Action,Adventure,Indie,RPG"
38497,TBD,"Indie,RPG,Strategy,Early Access"
38498,2019,"Casual,Indie"
38499,2018,"Casual,Indie,Early Access"
38500,2018,"Strategy,Early Access"
38501,2020,"Action,Adventure,Indie,RPG"
38502,Soon,"Adventure,Indie,Strategy"
38503,2019,"Action,Indie,Strategy"
38504,2020,"Adventure,Indie"
38505,2019,"Casual,Indie,Simulation"
38506,nan,"Casual,Indie"
38507,2019,"Action,Adventure,Indie"
38508,2025,"Action,Adventure,Indie,RPG,Early Access"
38509,2018,
38510,2019,"Adventure,RPG,Strategy"
38511,2018,"Free to Play,Indie,Simulation"
38512,2018,
38513,2019,"Adventure,Casual,Indie,RPG"
38514,2019,"Action,Casual,Indie,Sports"
38515,2020,"Action,Adventure"
38516,nced,"Action,Adventure,Indie,RPG,Strategy"
38517,2019,"Action,Casual,Indie"
38518,2018,Action
38519,2018,Action
38520,2018,Action
38521,2018,Action
38522,nan,"Action,Indie"
38523,nan,"Action,Casual,Indie,RPG"
38524,2019,"Indie,RPG"
38525,2019,"Racing,Simulation,Sports"
38526,2019,"Casual,Simulation"
38527,2019,"Action,Strategy,Early Access"
38528,2019,"Action,Adventure"
38529,TBC,"Indie,Simulation,Strategy"
38530,2017,"Action,Casual,Indie"
38531,2016,"Action,Adventure,Indie,RPG"
38532,2019,"Casual,Indie"
38533,2017,"Casual,Indie"
38534,2018,"Action,Adventure,Indie,RPG,Early Access"
38535,2018,"Action,Massively Multiplayer,Early Access"
38536,2016,"Action,Free to Play,Massively Multiplayer,RPG"
38537,2016,"Indie,RPG,Strategy"
38538,2016,"Indie,RPG,Strategy"
38539,2016,"Action,Free to Play,Massively Multiplayer,RPG"
38540,2012,Action
38541,2012,Action
38542,2012,Action
38543,2012,Action
38544,2012,Action
38545,2012,Action
38546,2012,Action
38547,nan,"Action,Casual,Indie"
38548,nan,Action
38549,nan,Action
38550,2018,"Action,Indie,Strategy"
38551,2017,"Action,Indie"
38552,Soon,"Action,Adventure,Indie,RPG"
38553,2018,"Adventure,Casual"
38554,2020,"Adventure,Indie"
38555,2018,"Adventure,Casual,Indie"
38556,2019,"Casual,Free to Play,Indie,Massively Multiplayer,Strategy"
38557,2018,"Action,Casual,Indie"
38558,2017,Action
38559,2017,Action
38560,2017,Action
38561,2017,Action
38562,2017,Action
38563,2017,Action
38564,2017,Action
38565,2017,Action
38566,2017,Action
38567,2017,Action
38568,2017,Action
38569,2017,Action
38570,2017,Action
38571,2017,Action
38572,2017,Action
38573,2017,Action
38574,2018,"Action,Adventure,Indie,RPG"
38575,玩家激活,"Action,Adventure,Indie,RPG"
38576,2017,"Action,Indie,RPG,Strategy"
38577,2018,"Casual,Indie"
38578,2020,"Action,Strategy"
38579,2016,"Adventure,Indie"
38580,2017,Action
38581,2017,Casual
38582,2017,"Casual,Strategy"
38583,2017,"Adventure,Indie"
38584,2018,"Action,Indie,Early Access"
38585,2017,"Action,Indie"
38586,2018,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access"
38587,2017,"Action,Adventure,Indie"
38588,2017,Casual
38589,ente,"Adventure,Indie"
38590,2017,"Action,Adventure,Casual,Indie,RPG,Strategy"
38591,2017,"Action,Adventure,Indie"
38592,2019,"Action,Indie,Massively Multiplayer,RPG,Simulation"
38593,2018,RPG
38594,2017,"Casual,Indie,Sports,Strategy"
38595,Soon,"Adventure,Casual,Indie"
38596,2019,"Action,Casual,Indie,Early Access"
38597,2019,"Action,Adventure,Indie"
38598,2019,"Adventure,Casual,Indie"
38599,2019,Casual
38600,2019,"Adventure,Casual,Indie,RPG,Simulation"
38601,nced,"Casual,Indie,Simulation"
38602,2019,"Indie,RPG,Strategy,Early Access"
38603,2019,"Action,Casual,Massively Multiplayer"
38604,2019,"Adventure,Indie"
38605,TBA,"Action,Indie,Early Access"
38606,2014,
38607,2019,"Action,Casual,Indie,Simulation"
38608,2018,
38609,2019,Action
38610,2019,
38611,lpha,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG"
38612,2018,Simulation
38613,Soon,"Action,Adventure,Indie,RPG"
38614,2019,"Adventure,Casual,Indie"
38615,eady,"Action,Indie,RPG"
38616,nan,"Indie,Strategy,Early Access"
38617,2019,"Indie,Strategy"
38618,2018,"Racing,Simulation,Sports"
38619,2017,"Indie,RPG,Strategy"
38620,2017,"Casual,Indie"
38621,2017,"Casual,Strategy"
38622,2017,"Indie,RPG,Strategy"
38623,nan,"Action,Casual,Indie,Early Access"
38624,2017,"Action,Indie,Simulation"
38625,2017,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,RPG,Simulation,Sports,Strategy"
38626,2017,"Casual,Indie,Sports"
38627,2019,"Casual,Indie"
38628,2017,Indie
38629,2017,"Indie,RPG,Strategy"
38630,2017,"Indie,RPG,Strategy"
38631,2017,"Indie,RPG,Strategy"
38632,HOLD,"Action,Indie,Early Access"
38633,2017,"Indie,RPG,Strategy"
38634,2016,"Adventure,Indie,RPG"
38635,2017,RPG
38636,2017,"Action,Indie,Sports,Early Access"
38637,2017,RPG
38638,2016,"Indie,RPG,Strategy"
38639,2016,"Indie,RPG,Strategy"
38640,2016,"Indie,RPG,Strategy"
38641,2016,"Indie,RPG,Strategy"
38642,2016,"Indie,RPG,Strategy"
38643,2016,"Indie,RPG,Strategy"
38644,2016,"Indie,RPG,Strategy"
38645,2016,"Indie,RPG,Strategy"
38646,2018,"Adventure,Casual,Indie,Strategy"
38647,2016,"Action,Adventure,Indie"
38648,nan,"Action,Adventure,Indie,RPG,Early Access"
38649,2016,"Indie,RPG,Strategy"
38650,TBA,"Adventure,Indie,Simulation"
38651,2017,"Design & Illustration,Web Publishing"
38652,2018,"Action,Massively Multiplayer"
38653,2016,"Adventure,Indie"
38654,2017,"Indie,RPG,Strategy"
38655,2019,"Casual,Indie"
38656,2017,"Action,Adventure,Indie"
38657,2019,"Casual,Indie"
38658,2019,"Action,Adventure,Indie,Early Access"
38659,2019,"Action,Casual,Indie"
38660,2017,"Casual,Indie"
38661,2017,"Indie,RPG,Strategy"
38662,2017,"Indie,RPG,Strategy"
38663,2017,"Action,Adventure,Indie,RPG"
38664,2017,"Indie,RPG,Strategy"
38665,2017,"Indie,RPG,Strategy"
38666,2017,"Indie,RPG,Strategy"
38667,sure,"Indie,Strategy"
38668,2017,"Indie,RPG,Strategy"
38669,2017,"Action,Indie"
38670,2019,Strategy
38671,2017,"Indie,RPG"
38672,2018,"Action,Adventure,Casual,Indie"
38673,2017,"Casual,Indie,Simulation"
38674,2018,"Action,Adventure,Casual,Indie"
38675,2018,"Adventure,Casual,Indie"
38676,2017,"Casual,Indie,Simulation"
