,release_year,genre
9822,2017,"Casual,Indie"
9823,2018,"Adventure,Indie"
9824,2018,"Casual,Indie"
9825,2018,"Design & Illustration,Web Publishing"
9826,2018,"Action,Casual,Indie"
9827,2018,"Action,Indie,Strategy"
9828,2017,"Adventure,Indie"
9829,2019,"Casual,Indie,Simulation"
9830,2019,"Adventure,Casual,Indie,Simulation"
9831,2018,"Action,Indie"
9832,2018,"Adventure,Casual,Indie,RPG,Strategy"
9833,2018,"Casual,Indie"
9834,2018,"Action,Adventure,Casual,Indie,RPG,Simulation"
9835,2017,"Adventure,Indie"
9836,2018,"Casual,Free to Play,Indie,Strategy"
9837,2018,Action
9838,2018,Action
9839,2018,"Design & Illustration,Web Publishing"
9840,2019,"Casual,Indie"
9841,2018,"Action,Free to Play,Massively Multiplayer,RPG"
9842,2018,"Action,Indie"
9843,2019,"Casual,Free to Play,Indie"
9844,2018,"Action,Casual,Indie"
9845,2018,"Action,Casual,Indie,Simulation,Strategy"
9846,2018,"Action,Simulation"
9847,2019,Action
9848,2019,Action
9849,2019,Action
9850,2018,"Adventure,Indie,RPG"
9851,2018,"Action,Adventure,Indie,RPG"
9852,2018,"Adventure,Indie"
9853,2018,"Indie,Strategy,Early Access"
9854,2018,"Action,Adventure,Casual"
9855,2018,"Action,Adventure,Indie,Simulation"
9856,2018,"Casual,Indie,Simulation"
9857,2018,"Indie,Strategy"
9858,2018,Action
9859,2018,Strategy
9860,2018,"Adventure,Casual,Free to Play"
9861,2018,"Casual,Indie"
9862,2018,"Action,Indie"
9863,2018,Action
9864,2019,"Action,RPG,Strategy"
9865,2017,"Indie,Strategy"
9866,2018,"Casual,Indie,Strategy"
9867,2018,"Casual,Indie"
9868,2018,"Casual,Indie,RPG"
9869,2018,"Action,Adventure,Casual"
9870,2018,"Action,Adventure,Casual,Indie,Strategy"
9871,2018,"Casual,Indie,Strategy"
9872,2018,"Casual,Indie,Strategy"
9873,2018,"Action,Casual,Indie,Strategy"
9874,2018,Casual
9875,2018,"Casual,Indie"
9876,2018,"Action,Indie,Early Access"
9877,2018,"Casual,Indie,RPG"
9878,2018,"Action,Indie,Simulation"
9879,2018,"Action,Casual,Indie,Early Access"
9880,2018,"Design & Illustration,Web Publishing"
9881,2018,"Action,Indie,Early Access"
9882,2018,"Design & Illustration,Web Publishing"
9883,2018,"Adventure,Indie"
9884,2018,RPG
9885,2018,Action
9886,2018,Action
9887,2018,Action
9888,2018,Action
9889,2018,Action
9890,2018,Action
9891,2018,Action
9892,2018,Action
9893,2018,Action
9894,2018,Action
9895,2018,Action
9896,2018,Action
9897,2018,Action
9898,2018,Action
9899,2018,Action
9900,2018,Action
9901,2018,Action
9902,2018,Action
9903,2018,Action
9904,2018,Action
9905,2018,Action
9906,2018,Action
9907,2018,Action
9908,2019,"Casual,Indie,Simulation"
9909,2018,"Casual,Indie,RPG,Strategy"
9910,2018,"Action,Adventure,Indie"
9911,2017,"Adventure,Indie"
9912,2018,"Education,Software Training,Utilities"
9913,2018,"Action,Indie"
9914,2018,"Adventure,Casual,Indie"
9915,2017,"Casual,Indie,Simulation"
9916,2015,"Adventure,Casual,Indie,Simulation"
9917,2019,Action
9918,2018,"Action,Adventure,Free to Play,Indie,Strategy"
9919,2018,"Adventure,Indie"
9920,2018,"Casual,Free to Play,Indie"
9921,2018,"Casual,Free to Play,Indie"
9922,2019,Indie
9923,2018,"Indie,Strategy"
9924,2018,Action
9925,2019,"Action,Adventure"
9926,2018,"Casual,Free to Play,Indie"
9927,2018,"Casual,Free to Play,Indie"
9928,2018,"Casual,Free to Play,Indie,Strategy"
9929,2018,"Casual,Free to Play,Indie,Strategy"
9930,2018,"Casual,Free to Play,Indie,Strategy"
9931,2018,"Casual,Free to Play,Indie,Strategy"
9932,2018,"Casual,Free to Play,Indie,Strategy"
9933,2018,"Indie,RPG,Simulation,Strategy"
9934,2018,Action
9935,2018,"Action,Indie"
9936,2018,"Action,Adventure,Indie,Strategy,Early Access"
9937,2018,"Casual,Indie"
9938,2018,"Casual,Indie"
9939,2018,RPG
9940,2018,"Adventure,Casual,Indie"
9941,2018,"Action,Adventure,Indie"
9942,2018,"Adventure,Casual,Indie,Early Access"
9943,2018,"Action,Adventure,Casual,Indie,RPG"
9944,2018,"Action,Adventure,Indie"
9945,2018,"Casual,Indie"
9946,2018,"Indie,Simulation"
9947,2018,Indie
9948,2018,Utilities
9949,2018,Indie
9950,2018,"Casual,Indie,Simulation"
9951,2018,"Casual,Indie,Simulation"
9952,nan,"Adventure,Indie"
9953,nan,"Action,Casual,Indie"
9954,2018,"Casual,Indie"
9955,nan,"Action,Indie"
9956,nan,
9957,nan,"Adventure,Casual,Indie"
9958,nan,"Action,Adventure,Casual,Free to Play,Indie,Simulation,Sports,Strategy"
9959,nan,"Action,Casual,Free to Play,Indie,Simulation,Sports,Strategy,Adventure"
9960,nan,"Action,Adventure,Casual,Indie,Simulation,Sports,Strategy,Violent,Massively Multiplayer,RPG"
9961,nan,"Casual,Indie,Strategy"
9962,nan,"Adventure,Casual,Free to Play,Indie,Simulation,Sports,Strategy,Action"
9963,nan,"Action,Indie"
9964,nan,"Adventure,Casual"
9965,nan,"Adventure,Casual"
9966,nan,"Casual,Free to Play,Indie,Simulation,Adventure"
9967,nan,Simulation
9968,nan,Simulation
9969,nan,"Adventure,Casual"
9970,nan,Simulation
9971,nan,Simulation
9972,nan,"Adventure,Casual"
9973,nan,"Adventure,Casual"
9974,nan,"Adventure,Casual"
9975,2017,"Adventure,Casual,Simulation"
9976,2017,"Indie,Simulation"
9977,2017,"Adventure,Indie"
9978,2018,"Action,Adventure,Indie"
9979,2017,"Casual,Indie"
9980,2018,Action
9981,2018,Action
9982,2018,RPG
9983,2018,"Action,Indie,Early Access"
9984,2017,"Action,Casual,Indie,Simulation"
9985,2018,"Action,Adventure,Casual,Indie,Strategy"
9986,2014,"Indie,Simulation"
9987,2017,"Action,Adventure,Free to Play"
9988,2017,"Casual,Indie"
9989,2017,"Adventure,Casual,Indie,Simulation"
9990,2017,Action
9991,2017,"Action,Adventure,Indie,Early Access"
9992,2017,Indie
9993,2018,"Action,Indie,RPG"
9994,2017,"Adventure,Indie"
9995,2017,"Casual,Indie"
9996,2018,"Action,Indie"
9997,2017,"Adventure,Casual,Indie"
9998,2017,"Action,Indie,Strategy"
9999,2018,"Action,Adventure,Indie"
10000,2018,"Design & Illustration,Education,Utilities,Early Access"
10001,2018,"Casual,Indie,Simulation,Strategy"
10002,2018,"Adventure,Indie"
10003,2018,"Casual,Indie"
10004,2018,"Adventure,Casual,Indie,Simulation"
10005,2018,"Casual,Indie,Strategy"
10006,2018,"Action,Free to Play,Indie,RPG,Early Access"
10007,2018,"Adventure,Indie,RPG"
10008,2018,"Action,Indie"
10009,2018,"Casual,Indie,RPG"
10010,2015,"Action,Adventure,Indie"
10011,2018,Casual
10012,2018,"Adventure,Indie,RPG,Strategy"
10013,2018,"Casual,Indie"
10014,2018,"Adventure,Indie"
10015,2018,Casual
10016,2018,"Casual,Indie"
10017,2018,"Casual,Indie"
10018,2018,"Adventure,Casual,Indie"
10019,2018,"Action,Casual,Indie"
10020,2018,"Casual,Indie"
10021,2018,"Sports,Early Access"
10022,2018,"Casual,Indie"
10023,2017,"Action,Casual,Indie,Strategy"
10024,2017,"Action,Indie,Strategy"
10025,2018,"Casual,Simulation"
10026,2018,"Casual,Simulation"
10027,2018,"Casual,Simulation"
10028,2018,"Casual,Simulation"
10029,2018,"Casual,Simulation"
10030,2017,"Casual,Indie"
10031,2017,"Casual,Indie,Strategy"
10032,2017,"Action,Casual,Free to Play,Massively Multiplayer,Simulation,Strategy"
10033,2017,"Action,Adventure,Indie,Simulation"
10034,2017,Adventure
10035,2018,"Action,Indie"
10036,2017,RPG
10037,2018,"Action,Casual,Indie"
10038,2017,"Indie,Simulation,Strategy"
10039,2018,"Casual,Simulation"
10040,2018,"Casual,Simulation"
10041,2018,"Casual,Simulation"
10042,2017,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports,Early Access"
10043,2018,"Casual,Simulation"
10044,2017,Indie
10045,2017,Casual
10046,2017,"Action,Free to Play,Indie"
10047,2018,"Action,Indie"
10048,2018,"Action,Casual,Indie,Early Access"
10049,2018,"Action,Casual,Indie,Sports"
10050,2018,"Action,Casual,Indie,RPG,Simulation,Sports,Strategy"
10051,2018,"Indie,RPG"
10052,2018,"Action,Indie,Strategy,Early Access"
10053,2018,"Action,Casual,Indie"
10054,2018,"Action,Adventure,Indie,RPG,Early Access"
10055,2018,"Action,Indie"
10056,2018,"Action,Casual,Indie,Sports"
10057,2018,"Action,Adventure,Indie"
10058,2018,"Action,Casual,Indie,Racing,Sports"
10059,2018,"Casual,Indie,Early Access"
10060,2018,"Casual,Simulation"
10061,2018,"Action,Adventure,Indie"
10062,2018,Indie
10063,2018,"Casual,Indie,Strategy"
10064,2018,"Action,Casual"
10065,2018,"Action,Adventure,Indie"
10066,2019,"Casual,Indie,RPG,Simulation"
10067,2018,"Action,Casual,Free to Play,Indie"
10068,2019,"Action,Adventure,RPG"
10069,2018,"Action,Adventure,Indie"
10070,2018,"Action,Casual,Indie"
10071,2018,"Casual,Indie,Racing,Sports,Early Access"
10072,2019,"Action,Adventure,Indie,Early Access"
10073,2019,"Action,Adventure,Free to Play"
10074,2019,"Action,Indie,RPG,Simulation,Early Access"
10075,2019,"Action,Indie,Simulation"
10076,2019,"Action,Free to Play"
10077,2019,"Action,Adventure,Indie,Simulation,Strategy"
10078,2019,"Action,Adventure"
10079,2019,"Casual,Indie,Simulation"
10080,2018,"Action,Free to Play,Massively Multiplayer,Simulation"
10081,2018,"Action,Adventure,Indie,RPG,Strategy"
10082,2019,"Casual,Indie"
10083,2018,"Casual,Indie,Strategy"
10084,2018,"Action,Adventure,Casual,Indie"
10085,2019,"Casual,Simulation"
10086,2018,"Action,Indie"
10087,2018,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,Simulation,Strategy"
10088,2019,"Action,Casual,Indie"
10089,2018,"Casual,Indie,Simulation"
10090,2018,"Casual,Indie,Simulation"
10091,2019,"Action,Adventure,Indie"
10092,2018,"Indie,Simulation"
10093,2018,"Adventure,Indie"
10094,2018,"Casual,Indie,Massively Multiplayer"
10095,2017,Casual
10096,2017,Action
10097,2019,"Action,Indie,Early Access"
10098,2017,"Adventure,Indie,RPG"
10099,2017,"Adventure,Casual,Indie,Strategy"
10100,2017,"Adventure,Indie"
10101,2017,"Adventure,Indie"
10102,2017,"Adventure,Indie,Simulation"
10103,2017,Indie
10104,2017,"Audio Production,Utilities"
10105,2017,"Casual,Indie,Simulation,Sports,Early Access"
10106,2017,"Adventure,Indie"
10107,2017,"Simulation,Strategy"
10108,2017,Racing
10109,2017,"Action,Indie"
10110,2017,Indie
10111,2017,"Casual,Racing"
10112,2017,"Adventure,Casual,Indie"
10113,2017,"Action,Indie,Early Access"
10114,2017,Racing
10115,nan,"Casual,Indie"
10116,2017,Racing
10117,nan,"Action,Adventure,Indie"
10118,nan,"Action,Adventure,RPG,Early Access"
10119,nan,"Adventure,Casual,Nudity"
10120,nan,"Action,Casual"
10121,nan,Casual
10122,nan,"Action,Adventure,Indie"
10123,nan,"Action,Adventure,Indie"
10124,nan,"Action,Adventure,Indie"
10125,nan,"Action,Indie,Simulation,Sports,Early Access"
10126,nan,"Simulation,Strategy"
10127,nan,Action
10128,nan,Action
10129,nan,Action
10130,nan,"Action,Indie"
10131,nan,Action
10132,nan,Action
10133,nan,"Adventure,Indie"
10134,nan,"Software Training,Accounting"
10135,nan,Action
10136,nan,"Adventure,Indie"
10137,2017,"Action,Adventure,Casual,Indie,Simulation,Sports,Strategy"
10138,nan,"Indie,RPG,Strategy"
10139,nan,"Action,Indie"
10140,nan,
10141,nan,"Action,Adventure,Indie,Racing,Sports"
10142,2018,"Casual,Indie"
10143,2018,"Action,Casual"
10144,2018,"Design & Illustration,Web Publishing"
10145,2018,"Design & Illustration,Web Publishing"
10146,2018,Indie
10147,2018,"Action,Indie"
10148,2018,"Casual,Indie,Early Access"
10149,2018,"Adventure,Indie"
10150,2018,Education
10151,2018,"Racing,Simulation"
10152,2018,"Casual,Indie,Simulation"
10153,2018,"Casual,Indie,Strategy"
10154,2018,Indie
10155,2018,"Action,Early Access"
10156,2018,"Action,Indie,Early Access"
10157,2017,"Animation & Modeling,Design & Illustration,Video Production"
10158,2018,"Action,Free to Play,Indie"
10159,2018,"Adventure,Casual,Indie,Simulation"
10160,2018,"Action,Indie"
10161,2018,"Adventure,Casual"
10162,2017,"Casual,Indie"
10163,2018,"Casual,Indie,Racing"
10164,2018,"Adventure,Indie,RPG"
10165,2018,"Casual,Free to Play,Indie,Simulation"
10166,2018,"Action,Indie"
10167,2018,"Casual,Indie,Simulation"
10168,2018,"Action,Adventure,Indie"
10169,2018,"Action,Adventure,Casual,Indie"
10170,2018,"Action,Casual,Indie"
10171,2018,"Action,Adventure,Indie,RPG"
10172,2018,"Action,Adventure,Indie,RPG"
10173,2018,"Casual,Indie"
10174,2018,"Adventure,Indie"
10175,2018,"Action,Adventure,Indie,RPG"
10176,2018,"Adventure,Indie,RPG"
10177,2018,"Action,Casual,Indie,Racing"
10178,2018,"Action,Adventure,Indie,Racing,Early Access"
10179,2017,"Adventure,Casual,Indie"
10180,2017,"Adventure,Casual,Indie"
10181,2017,Action
10182,2018,"Adventure,Casual,Free to Play,Indie"
10183,2013,"Adventure,Indie"
10184,2017,"Casual,Indie"
10185,2018,"Adventure,Casual"
10186,2018,"Adventure,Casual"
10187,2019,"Indie,Strategy"
10188,2019,Indie
10189,2017,"Action,Adventure,Indie"
10190,2017,"Action,Adventure,Indie"
10191,2017,"Action,Adventure,Indie"
10192,2017,"Action,Adventure,Indie"
10193,2017,"Action,Adventure,Indie"
10194,2017,"Action,Adventure,Indie"
10195,2017,"Action,Adventure,Indie"
10196,2018,"Indie,RPG,Early Access"
10197,2018,"Adventure,Casual,Free to Play,Indie,Strategy,Early Access"
10198,2018,"Action,Adventure,Casual,Indie"
10199,2018,"Action,Simulation,Sports"
10200,2018,"Action,Indie,RPG,Simulation,Early Access"
10201,2017,"Action,Casual,Free to Play,Indie,Simulation,Sports"
10202,2017,Indie
10203,2017,"Action,Indie"
10204,2018,"Action,Casual,Indie"
10205,2018,"Adventure,Casual,Indie"
10206,2017,"Massively Multiplayer,Racing,Simulation,Sports"
10207,2017,"Action,Indie,RPG"
10208,2018,"Action,Adventure,Indie,RPG,Simulation,Strategy"
10209,2017,Casual
10210,2018,"Action,Indie"
10211,2017,"Indie,Simulation,Strategy"
10212,2017,"Action,Indie"
10213,2018,Simulation
10214,2019,"Adventure,Indie"
10215,2018,"Action,Indie"
10216,2017,"Adventure,Indie"
10217,2017,Indie
10218,2018,Adventure
10219,2018,"Action,Casual,Indie"
10220,2017,"Adventure,Casual,Simulation"
10221,2018,"Adventure,Casual,Free to Play,Indie"
10222,2018,Action
10223,2019,"Casual,Indie"
10224,2018,"Adventure,Casual"
10225,2019,"Indie,RPG"
10226,2018,"Casual,Indie,Racing"
10227,2018,"Action,Indie"
10228,2012,Action
10229,2013,"Action,Indie"
10230,2017,"Action,Casual,Indie"
10231,2019,"Casual,Indie"
10232,2019,"Casual,Indie"
10233,2019,"Action,Adventure"
10234,2019,"Adventure,Indie"
10235,2019,"Casual,Indie,Strategy,Early Access"
10236,2019,Action
10237,2018,"Adventure,Casual"
10238,2019,Action
10239,2018,Education
10240,2018,"Adventure,Casual"
10241,2018,"Adventure,Casual"
10242,2018,Adventure
10243,2018,"Adventure,Casual"
10244,2018,"Adventure,Indie"
10245,2018,"Casual,Indie"
10246,2018,"Action,Adventure,Casual,Indie"
10247,2018,"Casual,Indie"
10248,2018,"Action,Indie"
10249,2018,"Adventure,Casual,Simulation"
10250,2018,"Adventure,Casual,Simulation"
10251,2018,"Action,Adventure,Indie,Early Access"
10252,2018,"Action,Casual,Free to Play,Indie,Simulation,Sports"
10253,2018,"Action,Casual,Indie"
10254,2018,"Action,Indie,RPG"
10255,2018,"Adventure,Casual,Indie,RPG,Simulation"
10256,2018,"Adventure,Indie,RPG,Strategy"
10257,2018,"Action,Casual,Indie"
10258,2018,"Action,Adventure,Indie,RPG"
10259,2018,"Casual,Indie"
10260,2018,"Utilities,Early Access"
10261,2019,"Action,Adventure,Indie"
10262,2018,"Adventure,Casual,Indie"
10263,2018,"Casual,Indie"
10264,2018,Casual
10265,2018,"Action,Casual,Simulation"
10266,2018,Action
10267,2018,"Action,Adventure,Indie,RPG"
10268,2018,"Action,Casual,Simulation"
10269,2014,Utilities
10270,2018,"Adventure,Casual"
10271,2018,"Animation & Modeling,Design & Illustration"
10272,2017,Strategy
10273,2017,"Adventure,Casual"
10274,2018,"Action,Adventure,Casual,Indie,RPG,Early Access"
10275,2017,"Action,Adventure,Indie,RPG"
10276,2017,"Action,Indie,Early Access"
10277,2017,"Adventure,RPG"
10278,2019,Indie
10279,2019,"Casual,Indie"
10280,2012,"Indie,Simulation,Strategy"
10281,2013,Strategy
10282,2012,Simulation
10283,2012,"Casual,Free to Play,Indie,Strategy"
10284,2012,"Casual,Free to Play,Indie,Strategy"
10285,2012,"Casual,Free to Play,Indie,Strategy"
10286,2012,Indie
10287,2012,"Indie,Casual"
10288,2012,"Adventure,Casual,Indie,RPG"
10289,2018,"Casual,Indie"
10290,2012,Action
10291,2012,Simulation
10292,2012,"Strategy,Indie"
10293,2019,"Simulation,Strategy"
10294,nan,Indie
10295,2012,Indie
10296,2012,"Action,Casual,Indie,Strategy"
10297,2013,"Action,Free to Play,Massively Multiplayer,Simulation"
10298,2012,"Casual,Simulation"
10299,2012,"Casual,Simulation"
10300,2012,"Casual,Simulation"
10301,2018,"Action,Free to Play,Massively Multiplayer,Racing"
10302,2018,"Indie,Strategy,Early Access"
10303,2018,"Action,Adventure,Indie,Racing,Strategy"
10304,2012,Simulation
10305,2018,"Casual,Indie,Strategy"
10306,2018,"Action,Indie"
10307,2018,"Adventure,Casual"
10308,2018,Simulation
10309,2018,Simulation
10310,2018,"Action,Adventure,Indie,Simulation"
10311,2018,"Action,Casual,Indie"
10312,2018,"Action,Casual,Indie,Racing"
10313,2018,"Adventure,Casual"
10314,2018,"Action,Indie"
10315,2018,"Action,Casual,Indie,Sports"
10316,2010,"Casual,Indie,Simulation,Strategy"
10317,2018,"Casual,Indie"
10318,2018,"Action,Adventure,Indie,Racing,Simulation,Sports"
10319,2018,"Animation & Modeling,Design & Illustration,Utilities"
10320,2018,"Action,Adventure,Indie,Early Access"
10321,2018,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
10322,2018,"Adventure,Casual,Free to Play,Indie"
10323,2018,"Casual,Indie,RPG"
10324,2018,"Casual,Indie"
10325,2018,Web Publishing
10326,2018,"Action,Free to Play"
10327,2018,"Action,Free to Play,Massively Multiplayer,RPG"
10328,2018,"Action,Free to Play,Massively Multiplayer,RPG"
10329,2018,"Action,Racing"
10330,2018,"Animation & Modeling,Audio Production,Utilities,Video Production"
10331,2018,"Casual,Indie"
10332,2018,"Casual,Indie"
10333,2018,"Casual,Indie"
10334,2018,"Adventure,Casual,Indie,Simulation"
10335,2018,"Action,Adventure,Indie"
10336,2019,"Action,Adventure,Indie"
10337,2019,"Action,Casual"
10338,2018,"Casual,Indie,RPG"
10339,2018,Indie
10340,2018,Strategy
10341,2018,Adventure
10342,2019,"Casual,Indie,RPG"
10343,2018,"Casual,Indie"
10344,2018,Casual
10345,2018,Casual
10346,2007,"Indie,Strategy"
10347,2018,Sports
10348,2018,"Adventure,Casual,Indie"
10349,2018,"Action,Simulation,Early Access"
10350,2018,"Casual,Indie,Strategy"
10351,2018,"Casual,Indie"
10352,2018,"Design & Illustration,Web Publishing"
10353,2018,"Animation & Modeling,Design & Illustration"
10354,2018,"Casual,Indie"
10355,2018,"Action,Adventure,Indie,RPG"
10356,2018,"Action,Casual"
10357,2018,"Indie,Early Access"
10358,2018,"Action,Casual,Indie"
10359,2018,"Adventure,Indie"
10360,2018,"Action,Casual,Indie"
10361,2018,"Action,Sports"
10362,2019,"Casual,Indie"
10363,2019,Casual
10364,2019,"Indie,Strategy"
10365,2019,"Indie,Simulation"
10366,2019,"Action,Adventure,Indie"
10367,nan,"Action,Casual,Indie"
10368,nan,Action
10369,2012,"Casual,Simulation"
10370,2012,"Casual,Simulation"
10371,2012,"Casual,Simulation"
10372,nan,"Action,Casual,Indie"
10373,2012,"Casual,Simulation"
10374,2012,Action
10375,2012,Action
10376,2012,Action
10377,2012,Action
10378,2012,Action
10379,2012,Action
10380,2012,"Action,Indie,Strategy"
10381,2012,Action
10382,2012,"Action,RPG"
10383,2018,"Adventure,Casual,Indie,Simulation"
10384,2018,"Action,Adventure"
10385,2018,"Action,Adventure"
10386,2018,"Action,Adventure"
10387,2018,"Action,Casual,Free to Play,Massively Multiplayer,Simulation,Strategy"
10388,2018,"Action,Adventure,Indie,RPG"
10389,2010,Action
10390,2018,"Casual,Strategy"
10391,2019,"Action,Indie,Simulation"
10392,2018,"Adventure,Casual,Indie"
10393,2018,"Action,Adventure,Casual,Indie"
10394,2018,"Adventure,Indie,RPG"
10395,2018,"Action,RPG"
10396,2018,"Action,RPG"
10397,2018,"Adventure,Indie,RPG"
10398,2018,"Indie,Early Access"
10399,2018,"Adventure,RPG,Strategy"
10400,2018,"Casual,Indie,Simulation"
10401,2018,Strategy
10402,2018,"Action,Casual,Indie"
10403,2018,"Casual,Indie"
10404,2018,Action
10405,2018,Action
10406,2018,Action
10407,2018,Action
10408,2018,"Casual,Simulation"
10409,2018,"Casual,Simulation"
10410,2017,"Casual,Indie"
10411,2019,"Adventure,Indie"
10412,2012,Action
10413,2017,"Adventure,Casual,Indie"
10414,1994,"Action,Racing"
10415,2019,"Indie,Simulation,Strategy"
10416,2019,"Action,Indie"
10417,2019,"Casual,Indie"
10418,2019,"Action,Casual,Indie,Simulation,Strategy"
10419,2019,"Adventure,Indie,RPG,Simulation,Strategy"
10420,2019,"Action,Adventure,Indie,RPG"
10421,2019,"Action,Adventure,Indie,Simulation"
10422,2019,Casual
10423,2018,"Casual,Indie,Sports"
10424,2019,"Action,Indie"
10425,2018,"Casual,Indie"
10426,2018,"Casual,Indie"
10427,2018,"Adventure,Casual,Indie"
10428,2018,Action
10429,2018,"Action,Indie"
10430,2017,"Action,Free to Play,Indie"
10431,2018,"Action,Indie,Racing,Sports"
10432,2017,"Simulation,Strategy"
10433,2018,"Action,Casual,Indie"
10434,2017,Indie
10435,2017,"Action,Indie"
10436,2017,"RPG,Strategy"
10437,2018,"Action,RPG"
10438,2018,"Action,RPG"
10439,2018,"Action,RPG"
10440,2018,"Action,Indie"
10441,2018,Simulation
10442,2018,Simulation
10443,2018,"Action,Casual,Indie"
10444,2018,"Adventure,Casual,Indie"
10445,2018,"Action,Adventure,Indie"
10446,2018,"Action,Indie"
10447,2018,"Adventure,Indie,RPG"
10448,2018,"Adventure,Indie"
10449,2018,"Action,Adventure,Strategy"
10450,2018,"Adventure,Indie,RPG"
10451,2018,"Adventure,Casual,Indie,RPG,Strategy,Early Access"
10452,2018,Casual
10453,2018,"Indie,RPG,Simulation,Strategy"
10454,2018,"Casual,Indie"
10455,2019,"Adventure,Indie"
10456,2018,RPG
10457,2018,"Action,Adventure,Indie,RPG"
10458,2018,Racing
10459,2018,"Casual,Indie,Simulation"
10460,2018,"Action,Indie"
10461,2018,"Action,Indie"
10462,2019,"Casual,Indie,Strategy"
10463,2018,"Action,Adventure,Indie"
10464,2019,"Action,Casual,Indie"
10465,2019,"Indie,Simulation,Strategy,Early Access"
10466,2018,"Adventure,Casual,Indie,RPG,Simulation"
10467,2018,"Indie,Simulation,Strategy"
10468,2018,"Action,Indie"
10469,2018,"Casual,Indie,Simulation"
10470,2018,"Action,Free to Play,Indie"
10471,2018,"Action,Strategy"
10472,2018,"Action,Indie"
10473,2019,Indie
10474,2018,"Casual,Indie,Strategy"
10475,2017,"Action,Adventure"
10476,2019,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,Strategy"
10477,2018,"Action,Indie"
10478,2018,"Action,Casual,Indie"
10479,2018,"Adventure,Casual,Indie"
10480,2019,"Action,Indie"
10481,2018,"Casual,Indie"
10482,2018,"Action,Adventure,Strategy"
10483,2017,Action
10484,2018,"Simulation,Strategy"
10485,2018,Casual
10486,2018,"Action,Adventure,Indie"
10487,2018,Indie
10488,2018,"Action,Indie"
10489,2017,"Action,Indie"
10490,2017,"Action,Casual,Indie"
10491,2017,"Adventure,Casual"
10492,2017,Casual
10493,2017,Casual
10494,2017,Casual
10495,2017,Casual
10496,2018,"Action,Adventure,Indie"
10497,2017,"Action,Indie,Sports"
10498,2017,"Casual,Free to Play,Indie,Strategy"
10499,2019,"Action,Adventure,Casual,Indie"
10500,2016,"Indie,Massively Multiplayer"
10501,2018,"Adventure,Free to Play"
10502,2018,"Adventure,Free to Play"
10503,2017,"Adventure,RPG,Strategy"
10504,2017,"Casual,Simulation"
10505,2018,"Action,Casual"
10506,2017,"Action,Casual,Free to Play,Indie"
10507,2017,"Casual,Indie"
10508,2018,"Action,Indie"
10509,2018,"Adventure,Casual,Indie"
10510,2018,"Action,Adventure,Casual,Indie"
10511,2017,"Casual,Indie"
10512,2017,"Adventure,Indie"
10513,2017,"Action,Adventure,Indie"
10514,2017,"Casual,Indie"
10515,2017,"Action,Adventure,Casual"
10516,2017,"Action,Casual,Free to Play,Indie"
10517,2017,"Casual,Indie"
10518,2019,"Free to Play,Indie,RPG,Strategy"
10519,2017,"Casual,Indie"
10520,2017,"Action,Indie"
10521,2018,"Action,Adventure,Indie"
10522,2017,"Action,Adventure,Free to Play,RPG,Early Access"
10523,2017,"Action,Indie"
10524,2018,"Adventure,Casual,Indie"
10525,2017,"Casual,Indie"
10526,2017,"Action,Indie,Early Access"
10527,2017,"Action,Adventure,Casual,Indie"
10528,2017,"Adventure,Indie"
10529,2018,"Action,Adventure,Indie"
10530,2017,"Action,Indie,Strategy"
10531,2019,Action
10532,2018,Indie
10533,2018,"Indie,Massively Multiplayer,Strategy"
10534,2018,"Action,Adventure,Casual,Indie"
10535,2018,"Casual,Indie"
10536,2018,"Adventure,Indie"
10537,2019,"Action,Casual,Indie"
10538,2018,"Education,Utilities"
10539,2018,"Adventure,Indie"
10540,2017,"Adventure,Indie"
10541,2018,"Casual,Indie"
10542,2016,"Indie,Early Access"
10543,2017,"Action,Indie,Early Access"
10544,2018,Indie
10545,2017,"Free to Play,Simulation"
10546,2017,Design & Illustration
10547,2018,"Action,Casual,Indie"
10548,2017,"Action,Adventure,Indie"
10549,2018,"Action,Casual,Indie"
10550,2018,Indie
10551,2018,"Adventure,Casual,Indie"
10552,2018,"Free to Play,Simulation,Sports"
10553,2018,"Action,Indie"
10554,2018,"Casual,Indie"
10555,2018,"Action,Adventure,Casual,Free to Play,Indie,RPG"
10556,2018,"Adventure,Casual,Indie"
10557,2018,Indie
10558,2018,"Casual,Indie"
10559,2018,"Adventure,Casual,Indie,Early Access"
10560,2018,"Action,Indie"
10561,2018,"Action,Indie,Early Access"
10562,2018,"Action,Casual,Indie,Massively Multiplayer,Early Access"
10563,2018,Indie
10564,2018,"Action,Adventure,Casual,Indie"
10565,2018,Simulation
10566,2019,RPG
10567,2018,"Action,Indie"
10568,2018,"Casual,Indie"
10569,2018,"Casual,Simulation"
10570,2018,"Action,Casual"
10571,2019,"Action,Casual,Indie"
10572,2018,"Indie,Simulation"
10573,2018,Indie
10574,2018,"Casual,Indie"
10575,2018,"Action,Indie"
10576,2017,"Action,Adventure,Indie,Early Access"
10577,2018,Action
10578,2018,"Animation & Modeling,Design & Illustration"
10579,2018,"Action,Adventure,Indie,Simulation,Strategy"
